ID	frame	x(m)	y(m)	t(s)	speed(m/s)	headway(s)	density(1/m)
1.0	1501.0	6.244345154463836	-0.07239977101294715	1.77	1.0110360238153637	2.1514127239593215	0.3098587572460151
2.0	1501.0	8.395757878423158	-0.057939999999999436	1.74	1.2520750000000014	4.303141014575434	0.3216010937083224
4.0	1501.0	12.698898892998592	-0.42673133824944265	1.58	1.3911015388528414	1.9157433086660447	0.23486731506375122
3.0	1501.0	14.614642201664637	-0.1549196438652536	1.86	1.188882358886798	6.5997029527992	0.22854228807781168
1.0	1502.0	6.285292336333508	-0.06755747219685704	1.77	0.9849327352340342	2.16611554208965	0.30922846663327935
2.0	1502.0	8.451407878423158	-0.05457999999999963	1.74	1.2690000000000001	4.301594309383509	0.32188422503541675
4.0	1502.0	12.753002187806667	-0.43046731637237357	1.58	1.3694589694535875	1.9118198452863613	0.2352307396080257
3.0	1502.0	14.664822033093028	-0.14414510068200803	1.86	1.1768258440972978	6.5904703032404806	0.22839951955322815
1.0	1503.0	6.326998197817723	-0.0640261325608158	1.77	0.9714513200449004	2.1774896806054347	0.3085816304974265
2.0	1503.0	8.504487878423157	-0.056819999999999204	1.74	1.2800999999999974	4.3037775185342095	0.32220973369649414
4.0	1503.0	12.808265396957367	-0.43277472672639594	1.58	1.3856219315385587	1.9033596062675588	0.2356064264147052
3.0	1503.0	14.711625003224926	-0.1557225689986479	1.86	1.182228262605829	6.585373194592798	0.22823591199408746
1.0	1504.0	6.367808237530707	-0.05976509543401054	1.77	0.9637764983916708	2.1910996408924506	0.3079222852990338
2.0	1504.0	8.558907878423158	-0.05790000000000006	1.74	1.2718000000000007	4.30404571066186	0.32231041440059977
4.0	1504.0	12.862953589085018	-0.43264954064164396	1.58	1.394934609395957	1.9011524791620626	0.235992248004726
3.0	1504.0	14.76410606824708	-0.14727463420623654	1.86	1.180025910358034	6.573702169283627	0.2281854220226597
1.0	1505.0	6.402330072266068	-0.06377698941794407	1.77	0.9623607246454347	2.208547806157089	0.30694366425519964
2.0	1505.0	8.610877878423157	-0.05478000000000005	1.74	1.2521249999999995	4.307305859866643	0.3224079227271827
4.0	1505.0	12.9181837382898	-0.4317722470223395	1.58	1.395664492131159	1.8960156437813094	0.23657030775091079
3.0	1505.0	14.81419938207111	-0.1572623354051792	1.86	1.1583744599744121	6.558130690194959	0.22813657428320558
1.0	1506.0	6.4432588605250976	-0.0656086469246302	1.77	0.9763478954712301	2.22132901789806	0.30637485124419717
2.0	1506.0	8.664587878423157	-0.05023999999999962	1.74	1.2489250000000007	4.306621928068758	0.3226489488294541
4.0	1506.0	12.971209806491915	-0.4293992236914643	1.58	1.4069903819066276	1.8920655533436204	0.23690930806004984
3.0	1506.0	14.863275359835535	-0.15611463197472886	1.86	1.1485194958384093	6.549983500689563	0.22801604614608403
1.0	1507.0	6.477246858072868	-0.0681445809113903	1.77	0.9881055116589832	2.2369110203502887	0.3054329052801925
2.0	1507.0	8.714157878423157	-0.043849999999999945	1.74	1.2248750000000008	4.3111719315021855	0.3230738682484205
4.0	1507.0	13.025329809925342	-0.4258176362122348	1.58	1.4080360875074538	1.8793627930894807	0.2374756232537243
3.0	1507.0	14.904692603014823	-0.15005188873081354	1.86	1.120894917267432	6.542554255058046	0.22780430667025786
1.0	1508.0	6.514329367148965	-0.0736888003633287	1.77	0.9948734297067219	2.247828511274192	0.3043284369526303
2.0	1508.0	8.762157878423157	-0.036239999999999384	1.74	1.192074999999999	4.324018733849689	0.32307309624277936
4.0	1508.0	13.086176612272846	-0.42049725935075677	1.58	1.4004563633911182	1.8665307834554046	0.23814760916783326
3.0	1508.0	14.95270739572825	-0.1438314534886873	1.86	1.101287491937687	6.531621971420715	0.22780469050337276
3.0	1509.0	0.02593000000000001	-0.13497999999999988	1.86	1.0770598293822997	6.526900495967235	0.22784394554855
1.0	1509.0	6.5528304959672345	-0.08408685215303158	1.77	1.0027515936790121	2.251037382455922	0.303295027695284
2.0	1509.0	8.803867878423157	-0.037789999999999324	1.74	1.1662499999999998	4.343201946813169	0.32299417556403465
4.0	1509.0	13.147069825236326	-0.4118702831690051	1.58	1.3922482988469742	1.848860174763675	0.23878428224304432
3.0	1510.0	0.06410000000000005	-0.12705999999999995	1.86	1.0562015448222284	6.5282892283427145	0.22765695326678773
1.0	1510.0	6.592389228342714	-0.09638911354869806	1.77	1.024250085563434	2.256858650080442	0.30248972177908273
2.0	1510.0	8.849247878423157	-0.03560999999999925	1.74	1.152000000000002	4.354936250708484	0.3233707064753708
4.0	1510.0	13.20418412913164	-0.4015130414377568	1.58	1.3777937791098216	1.8299158708683605	0.23928582467888693
3.0	1511.0	0.10404999999999998	-0.11834999999999996	1.86	1.0409866004111628	6.5308343126523285	0.22749821216648067
1.0	1511.0	6.6348843126523285	-0.111841503452911	1.77	1.0254386004674876	2.2604435657708297	0.3018043038422068
2.0	1511.0	8.895327878423158	-0.03759999999999941	1.74	1.1380500000000016	4.366367167338085	0.32369152725217387
4.0	1511.0	13.261695045761243	-0.3897452326688069	1.58	1.3716326744484109	1.8123549542387574	0.23971648443081023
3.0	1512.0	0.14318000000000008	-0.10908999999999991	1.86	1.0462684924629444	6.537354540997101	0.2273197959437537
1.0	1512.0	6.680534540997101	-0.12579438185000713	1.77	1.051459731538087	2.260823337426057	0.3014008168778479
2.0	1512.0	8.941357878423158	-0.036569999999999325	1.74	1.1143500000000017	4.37485874438649	0.3240534092853957
4.0	1512.0	13.316216622809648	-0.37707426333308836	1.58	1.346731319526402	1.7969633771903526	0.23997164730607728
3.0	1513.0	0.18213999999999997	-0.09576999999999991	1.86	1.0367315106793755	6.542807569700411	0.22729396173525326
1.0	1513.0	6.7249475697004115	-0.13303581973732803	1.77	1.073751285704645	2.2563703087227456	0.30104611843549056
2.0	1513.0	8.981317878423157	-0.041229999999999656	1.74	1.1116750000000009	4.387130063890657	0.32410592310007075
4.0	1513.0	13.368447942313814	-0.3641284813399903	1.58	1.322137807664796	1.7836920576861863	0.24019697225732434
3.0	1514.0	0.22493000000000007	-0.08915000000000006	1.86	1.04325	6.543978875002312	0.2272603860414855
1.0	1514.0	6.768908875002312	-0.14079367122980813	1.77	1.0706960825185163	2.2564990034208456	0.30070919103960386
2.0	1514.0	9.025407878423158	-0.05087999999999937	1.74	1.110175	4.39444503020065	0.32417421650946737
4.0	1514.0	13.419852908623808	-0.34983319151118164	1.58	1.3028623846796128	1.7750770913761929	0.24041189385947243
3.0	1515.0	0.26668000000000003	-0.07462999999999997	1.86	1.06425	6.5453501064914414	0.2271437231008362
1.0	1515.0	6.8120301064914415	-0.14473112959843548	1.77	1.0841889324840381	2.259647771931716	0.30042339524808004
2.0	1515.0	9.071677878423158	-0.054189999999999294	1.74	1.112325000000003	4.397623371510571	0.32441189160344575
4.0	1515.0	13.469301249933729	-0.33889096283489817	1.58	1.2767096779552123	1.767378750066272	0.24059487979356475
3.0	1516.0	0.3096699999999999	-0.05803999999999987	1.86	1.0998999999999997	6.543764300712093	0.2270112031842526
1.0	1516.0	6.853434300712093	-0.14663500423217202	1.77	1.080802266905565	2.2663735777110654	0.30001071448249006
2.0	1516.0	9.119807878423158	-0.06806000000000001	1.74	1.1003749999999979	4.400054997848121	0.3246825920006188
4.0	1516.0	13.51986287627128	-0.3287125573256211	1.58	1.2279375790910763	1.7598071237287212	0.24086021517357942
3.0	1517.0	0.35319999999999996	-0.05163999999999991	1.86	1.1174749999999993	6.5446307506881025	0.2270998764361042
1.0	1517.0	6.897830750688103	-0.1452698524320044	1.77	1.0674255520583675	2.2620671277350546	0.3000213801064369
2.0	1517.0	9.159897878423157	-0.08969999999999967	1.74	1.0803999999999991	4.4041244593127455	0.3245013728920224
4.0	1517.0	13.564022337735903	-0.32097529906325684	1.58	1.235103392655521	1.7591776622640978	0.2408533410862923
3.0	1518.0	0.3974	-0.03848999999999991	1.86	1.1381750000000006	6.546429881430822	0.22702949925937638
1.0	1518.0	6.943829881430823	-0.1437409194298611	1.77	1.0758293984933442	2.2629979969923344	0.2997960553132438
2.0	1518.0	9.206827878423157	-0.09655999999999931	1.74	1.0845250000000028	4.408203856915607	0.32464517264479087
4.0	1518.0	13.615031735338764	-0.3141711433911154	1.58	1.2318130474374334	1.7523682646612364	0.24099875244487165
3.0	1519.0	0.44323	-0.025069999999999926	1.86	1.1512249999999995	6.537878928974641	0.22715120451652984
1.0	1519.0	6.981108928974641	-0.14084871782183406	1.77	1.08255059565046	2.2668289494485157	0.299083048006495
2.0	1519.0	9.247937878423157	-0.10983999999999927	1.74	1.0644999999999971	4.420276900685014	0.3243966320753147
4.0	1519.0	13.66821477910817	-0.3053265497437678	1.58	1.2167240494238518	1.74501522089183	0.24146149447439721
3.0	1520.0	0.4898	-0.005249999999999977	1.86	1.1611500000000001	6.53626480133633	0.22715971845113436
1.0	1520.0	7.02606480133633	-0.13844103373371452	1.77	1.0968741774293012	2.268113077086828	0.29900715277521783
2.0	1520.0	9.294177878423158	-0.12353999999999932	1.74	1.0390999999999995	4.420690121890567	0.3243792695307939
4.0	1520.0	13.714868000313725	-0.2992100843354655	1.58	1.2109530968824789	1.7449319996862755	0.2415109854354662
3.0	1521.0	0.5440099999999999	0.006210000000000049	1.86	1.1572500000000008	6.523195219414554	0.22749329550627
