ID	frame	x(m)	y(m)	t(s)	speed(m/s)	headway(s)	density(1/m)
9.0	501.0	0.39774	-0.13612000000000002	1.56	0.7386749999999997	0.91913	1.0039269080149769
10.0	501.0	1.31687	0.16609000000000007	1.63	0.8594500000000005	1.0730469045462854	1.0799978751025707
13.0	501.0	2.3899169045462854	0.09689324587966741	1.75	0.7140717403474839	0.7788085908268458	1.076964162878372
15.0	501.0	3.168725495373131	-0.12042058663173671	1.86	0.6871961584502184	1.0782634167083502	1.1364696530473712
16.0	501.0	4.246988912081481	0.07611295742775792	1.77	0.6331381863530128	0.681572399969312	1.2806964428310224
14.0	501.0	4.928561312050793	0.0658155076231246	1.74	0.6335036251812154	0.8800779124020828	1.1513302247914992
12.0	501.0	5.808639224452876	0.26420972740710935	1.58	0.5562380662130062	0.8570431645349803	1.1160224444217761
11.0	501.0	6.6656823889878565	0.14351570910321265	1.83	0.5730203824600144	0.9350354894353012	1.105585951805951
8.0	501.0	7.600717878423158	-0.1034499999999996	1.68	0.6272184056068886	0.8739600000000003	1.1515496980060922
6.0	501.0	8.474677878423158	0.11563999999999997	1.84	0.7771750000000033	0.8628299999999989	0.9663815960040808
4.0	501.0	9.337507878423157	0.06789000000000023	1.625	0.8199500000000004	1.206745836574143	0.8390972253771677
1.0	501.0	10.5442537149973	-0.012498809215394369	1.83	0.7780938179968544	1.1767681824372005	0.8815440337686377
2.0	501.0	11.7210218974345	-0.21428098841590848	1.7	0.9190605167739463	1.0919783842543307	1.0063270022310729
3.0	501.0	12.813000281688831	-0.30794031842246294	1.68	0.722196356670759	0.8954471698308808	1.1239772941220112
5.0	501.0	13.708447451519712	-0.21569775217738707	1.64	0.7592177364171571	0.8839482062672541	1.205332960623344
7.0	501.0	14.592395657786966	-0.07615797485897602	1.58	0.7578002485985369	0.7753443422130346	1.1803070428248206
9.0	502.0	0.43062	-0.12395999999999985	1.56	0.7339500000000004	0.92449	1.0079948170361521
10.0	502.0	1.35511	0.15555000000000008	1.63	0.8548750000000005	1.059647186221533	1.0865445700838354
13.0	502.0	2.414757186221533	0.0861272843314227	1.75	0.7338444658604892	0.7810504299339498	1.0751325341917692
15.0	502.0	3.195807616155483	-0.11599011890405375	1.86	0.6873613184440319	1.079185342303656	1.1349783090155774
16.0	502.0	4.274992958459139	0.08638294785453371	1.77	0.6180329720600941	0.6829628715548965	1.2847825610762913
14.0	502.0	4.957955830014035	0.07450535705169647	1.74	0.6530592095629695	0.8737207732826819	1.1566064699563163
12.0	502.0	5.831676603296717	0.27026129914655095	1.58	0.5558973535079592	0.8554758479981395	1.1163073512056023
11.0	502.0	6.687152451294857	0.13828046195220778	1.83	0.5616871982484772	0.9361454271283005	1.0989159360001672
