ID	frame	x(m)	y(m)	z(m)	speed(m/s)	headway(s)	density(1/m)
4.0	0.0	3.5221276490693096	0.08423697253287754	1.58	0.06974744866026228	3.5035190517986727	0.28199995033224706
3.0	0.0	7.025646700867982	0.10224600213554513	1.86	0.21725271754322373	3.588680778887955	0.2662761723240035
1.0	0.0	10.614327479755937	-0.018277966392252765	1.77	0.2958549336310634	3.922317980574494	0.2538779807833485
2.0	0.0	14.536645460330432	-0.05316910788900375	1.74	0.11998509839618254	3.9554821887388787	0.26813241283974704
4.0	1.0	3.5199342656804005	0.07906105031025468	1.58	0.11193131632985964	3.52830299665601	0.28115877164106806
3.0	1.0	7.048237262336411	0.10046892231767446	1.86	0.260963810303374	3.585115476210392	0.26682551459022663
1.0	1.0	10.633352738546803	-0.022239881478538726	1.77	0.36475686125772455	3.910419585612578	0.25456364108140067
2.0	1.0	14.54377232415938	-0.059915332568733826	1.74	0.15750333708280717	3.9461619415210203	0.2675776816859062
4.0	2.0	3.514649106099583	0.06838001050407927	1.58	0.16033210530975728	3.5447198719779367	0.2801588273235369
3.0	2.0	7.0593689780775195	0.0981923816616983	1.86	0.3125935244977218	3.594087850437078	0.26697863737841576
1.0	2.0	10.653456828514598	-0.01954021185556365	1.77	0.40514478705679036	3.8971482261228534	0.2553889534451283
2.0	2.0	14.550605054637451	-0.06803100611927282	1.74	0.19546464057400126	3.9340440514621324	0.26742387117362615
4.0	3.0	3.5231014120811825	0.057882714532821566	1.58	0.2104958631401499	3.551862224170843	0.27956080551436735
3.0	3.0	7.074963636252026	0.09663878111646262	1.86	0.35514293085598725	3.6022164612163134	0.26716338270377904
1.0	3.0	10.677180097468339	-0.016099013435636467	1.77	0.4721583980624411	3.8838393738287404	0.25588793943725474
2.0	3.0	14.56101947129708	-0.07420120510263106	1.74	0.24767419742929953	3.9320819407841037	0.2672387655382835
4.0	4.0	3.5326913598591476	0.04617966831347231	1.58	0.2678413061663554	3.560680700776124	0.278903256233063
3.0	4.0	7.0933720606352715	0.09564957081884051	1.86	0.40120408048296863	3.6102646191620487	0.2675081140304675
1.0	4.0	10.70363667979732	-0.014338683407838726	1.77	0.5304392197854213	3.866144114265053	0.2564413357830368
2.0	4.0	14.569780794062373	-0.08128346763986705	1.74	0.30452947399685737	3.9329105657967753	0.2668947276216568
4.0	5.0	3.5500266285334146	0.03621055589152333	1.58	0.32859688480377125	3.5625211593518573	0.2784490401122668
3.0	5.0	7.112547787885272	0.10340588652485194	1.86	0.44683910992955544	3.620121665323091	0.2676626675821722
1.0	5.0	10.732669453208363	-0.0070536715020173	1.77	0.5865176048891874	3.8519700464805418	0.25682654011776695
2.0	5.0	14.584639499688905	-0.08857709684403536	1.74	0.3658506736581213	3.9353871288445106	0.2667410593896585
4.0	6.0	3.5669001756012535	0.029376476463809365	1.58	0.3998874767551719	3.5631320493880785	0.2780353447529057
3.0	6.0	7.130032224989332	0.10464681990422253	1.86	0.44682878282878535	3.6301979992696953	0.2677514323143117
1.0	6.0	10.760230224259027	-0.008113904643503922	1.77	0.6067425387397574	3.839416570904527	0.2571794884589138
2.0	6.0	14.599646795163554	-0.09574512965215387	1.74	0.41685093501594217	3.9372533804376997	0.2666529631993135
4.0	7.0	3.5862604911932126	0.01909751308903429	1.58	0.48204103533529774	3.5644236194738586	0.2781592846959179
3.0	7.0	7.150684110667071	0.0999964265677804	1.86	0.48234282571129716	3.6257012839115825	0.26794755580664265
1.0	7.0	10.776385394578654	0.0009281364432554007	1.77	0.6188942276100384	3.8384459219813785	0.2570735359068049
2.0	7.0	14.614831316560032	-0.1028016535686187	1.74	0.46599288344944867	3.941429174633181	0.2664587295890256
4.0	8.0	3.6063259943253696	0.014039279464279852	1.58	0.5300747458428623	3.5613778788850077	0.27789878553648506
3.0	8.0	7.167703873210377	0.10022407779689768	1.86	0.5068447473069848	3.6354869657705366	0.26780891575256793
1.0	8.0	10.803190838980914	-0.004568321216587012	1.77	0.6225206615570489	3.8325243003212375	0.25729643960003584
2.0	8.0	14.635715139302151	-0.10518941766312317	1.74	0.5180548215041547	3.940610855023219	0.2665959748726632
4.0	9.0	3.629264171535852	0.009409592596113736	1.58	0.5891170815604807	3.556864161525318	0.2778843388519167
3.0	9.0	7.18612833306117	0.090057293338355	1.86	0.5338840719500704	3.640374834608936	0.26765417077468423
1.0	9.0	10.826503167670106	-0.006697977561945123	1.77	0.6132898536054254	3.8319540822590685	0.25730882488285817
2.0	9.0	14.658457249929175	-0.10630457796882742	1.74	0.5924813573608345	3.940806921606678	0.2667494983208228
4.0	10.0	3.653566402990818	0.0014944897879616281	1.58	0.6322768704294157	3.5508159418489864	0.2779565919353635
3.0	10.0	7.2043823448398046	0.09122671725999054	1.86	0.5558181539192697	3.644552176871808	0.2674296117940656
