ID	frame	x(m)	y(m)	z(m)	speed(m/s)	headway(s)	density(1/m)
8.0	2.0	4.031035312249705	0.12115721583376149	1.74	-0.05609657690037517	1.8202589796190756	0.6421623959437388
7.0	2.0	5.851294291868781	0.17387612583749767	1.58	0.001998279917116985	1.2942180010218527	0.5512612933902039
5.0	2.0	7.145512292890634	0.16519837078485744	1.83	0.03694709228401649	2.333825585532524	0.4165401424886133
3.0	2.0	9.479337878423157	0.11126000000000058	1.56	0.01922500000000049	2.4676324157324387	0.406763521522047
1.0	2.0	11.946970294155596	-0.36305567637290537	1.63	0.06728733385532593	2.449229333611026	0.4416171422303328
2.0	2.0	14.396199627766622	-0.08325964627191662	1.75	-0.005470301116687892	2.0795803722333783	0.5788184059336043
4.0	3.0	1.50573	0.06784000000000012	1.86	-0.0012249999999991434	1.3800639719004806	0.7843867698132462
6.0	3.0	2.8857939719004806	0.03464941165810531	1.77	0.06810435871677178	1.1696985648595133	0.6746040239735769
8.0	3.0	4.055492536759994	0.12827877105925145	1.74	-0.05168114506342247	1.7950035847356345	0.6470066566234962
7.0	3.0	5.850496121495628	0.1758207980522073	1.58	0.0073131721544239525	1.2961547202458128	0.5509335662083772
5.0	3.0	7.146650841741441	0.1656737981256442	1.83	0.05058956360256328	2.3340470366817163	0.4161795021485374
3.0	3.0	9.480697878423157	0.10948000000000047	1.56	0.02582500000000376	2.4715716679275896	0.40687606311342045
1.0	3.0	11.952269546350747	-0.36366136642600977	1.63	0.08124323815358103	2.443930081415875	0.4421393799047191
2.0	3.0	14.396199627766622	-0.08325964627191662	1.75	-0.008069321284169817	2.0795303722333784	0.5781024597265949
4.0	4.0	1.50578	0.06479000000000013	1.86	0.005525000000000668	1.380243853455635	0.784446012230587
6.0	4.0	2.886023853455635	0.0325499878458293	1.77	0.0829362981574433	1.1693261218100464	0.6744747373093878
8.0	4.0	4.055349975265681	0.12948507833024525	1.74	-0.031501638282072086	1.7959443166030997	0.6466005809818638
7.0	4.0	5.851294291868781	0.17387612583749767	1.58	0.006837093904714653	1.2971552858794677	0.5509484653297073
5.0	4.0	7.148449577748249	0.1654181641153647	1.83	0.06210030454680382	2.332948300674909	0.41611423403828623
3.0	4.0	9.481397878423158	0.11093000000000064	1.56	0.029300000000000992	2.4734241720725194	0.4069325342729092
1.0	4.0	11.954822050495677	-0.3639975177516179	1.63	0.09650590487678912	2.441395439422836	0.4423841191045096
2.0	4.0	14.396217489918513	-0.08321261094556931	1.75	-0.00010383111291645264	2.0795625100814874	0.5780670331952642
4.0	5.0	1.5073299999999998	0.06929000000000007	1.86	0.0059000000000009045	1.3834224404783588	0.7889104881352814
6.0	5.0	2.8907524404783587	0.03064227823769783	1.77	0.10522285775381612	1.1517194166508649	0.6754313981342401
8.0	5.0	4.0424718571292235	0.12159280775803571	1.74	-0.01375770729836523	1.8093511014278718	0.6421185996804384
7.0	5.0	5.851822958557095	0.1768817273430705	1.58	0.011328766674982838	1.3053383048521132	0.5509330861889171
5.0	5.0	7.1571612634092086	0.15022276035495108	1.83	0.07836381992216035	2.3248666150139483	0.4164358576906155
3.0	5.0	9.482027878423157	0.11049000000000042	1.56	0.04127500000000062	2.4777937780924226	0.4071976834398222
1.0	5.0	11.95982165651558	-0.36523239211287706	1.63	0.11463990254323875	2.4338255197014718	0.442721927206751
2.0	5.0	14.393647176217051	-0.08340437301133763	1.75	0.02420063825912866	2.083682823782949	0.5768500946930766
4.0	6.0	1.50634	0.06369000000000002	1.86	0.003624999999999323	1.3848796982274878	0.7896314853707903
6.0	6.0	2.891219698227488	0.02714714494584536	1.77	0.12387403778293837	1.147947369909052	0.6755379982177475
8.0	6.0	4.03916706813654	0.12560695121414733	1.74	0.01748683735842471	1.8126558904205554	0.6410537878504964
7.0	6.0	5.851822958557095	0.1768817273430705	1.58	0.012921119134370329	1.307207119368618	0.5506600470336791
5.0	6.0	7.159030077925713	0.15119178493018914	1.83	0.07856970159016319	2.3247978004974446	0.41613506801814176
3.0	6.0	9.483827878423158	0.10929000000000055	1.56	0.05015000000000214	2.4813340391599823	0.4073120650089949
1.0	6.0	11.96516191758314	-0.36666015186934997	1.63	0.12134958883085911	2.4289059753503484	0.4433431718857132
2.0	6.0	14.394067892933489	-0.08435733498987719	1.75	0.03773029501559222	2.082272107066512	0.5768423513923436
4.0	7.0	1.5035	0.06235000000000013	1.86	0.008575000000000665	1.3963566427628817	0.7911929261780165
6.0	7.0	2.899856642762882	0.026462696185035828	1.77	0.15280478491594085	1.1314718221114424	0.6778191691717514
8.0	7.0	4.031328464874324	0.1125918228846976	1.74	0.05763475579028565	1.8191676566213042	0.638988707550291
7.0	7.0	5.850496121495628	0.1758207980522073	1.58	0.009352359905208107	1.3107781098186946	0.5500986144430114
5.0	7.0	7.161274231314323	0.16650590954172295	1.83	0.12113375923905156	2.3249336471088338	0.4159665493731953
3.0	7.0	9.486207878423157	0.10841000000000012	1.56	0.06447500000000161	2.4831452789820414	0.40735737527561405
1.0	7.0	11.969353157405198	-0.36735534069797815	1.63	0.12162002246238313	2.4265485706673466	0.44403525681854017
2.0	7.0	14.395901728072545	-0.0835722193155537	1.75	0.08462203613274877	2.0775982719274557	0.5757127104737559
4.0	8.0	1.5066400000000002	0.05781000000000014	1.86	0.014575000000000005	1.3987357410405454	0.7916231584876932
6.0	8.0	2.9053757410405456	0.022566160993340523	1.77	0.1701903600619903	1.1277188965685596	0.6785995370167412
8.0	8.0	4.033094637609105	0.11268512678810527	1.74	9.385292861541217e-05	1.819527440781446	0.6382361028524408
7.0	8.0	5.852622078390551	0.17493776587038745	1.58	0.018728168075430318	1.3141091414511905	0.5500208485353317
5.0	8.0	7.166731219841742	0.1568417242525708	1.83	0.15399772924556743	2.3221166585814164	0.4159557031090257
3.0	8.0	9.488847878423158	0.10868000000000055	1.56	0.07699999999999818	2.486087640701342	0.40766290139323297
1.0	8.0	11.9749355191245	-0.37180492332938475	1.63	0.13271242031579256	2.419926600881052	0.44427616439429984
2.0	8.0	14.394862120005552	-0.08256708223286324	1.75	0.09004100929931536	2.0817778799944486	0.574627833062542
4.0	9.0	1.5093400000000001	0.05391999999999997	1.86	0.024450000000000305	1.4019685168168141	0.7899435633296878
6.0	9.0	2.9113085168168142	0.022262978840349668	1.77	0.19825398708001485	1.1298579235048312	0.6800123325043438
8.0	9.0	4.041166440321645	0.12366231898859459	1.74	-0.009210736915332696	1.811265206769022	0.6389431214434835
7.0	9.0	5.852431647090667	0.17496671292930732	1.58	0.024154330394328127	1.3189038691287704	0.5497818940365665
5.0	9.0	7.171335516219438	0.1530179369046778	1.83	0.17896398104016775	2.318902362203719	0.415825912620601
3.0	9.0	9.490237878423157	0.10737000000000041	1.56	0.09630000000000027	2.4908027073906265	0.4075137019671224
1.0	9.0	11.981040585813783	-0.37512968434863914	1.63	0.16017501854291627	2.41700773026027	0.4446124670342376
2.0	9.0	14.398048316074053	-0.08340262402875176	1.75	0.13913471945948608	2.081291683925947	0.5741747342255755
4.0	10.0	1.5094900000000002	0.04932000000000003	1.86	0.021575000000000344	1.4107331406553631	0.7877818151530044
6.0	10.0	2.9202231406553634	0.020375198121667548	1.77	0.21807473548145828	1.1280408720597648	0.6816620559060796
8.0	10.0	4.048264012715128	0.11848294651093583	1.74	0.051146320933734835	1.8059643034836466	0.6390640197498221
7.0	10.0	5.854228316198775	0.17113709569049207	1.58	0.023552821794288192	1.3236126061708058	0.5493298836748048
5.0	10.0	7.1778409223695805	0.15016542564843216	1.83	0.19841043594856833	2.3171869560535763	0.4157612372178238
3.0	10.0	9.495027878423157	0.10586000000000073	1.56	0.11972500000000164	2.4932663064572065	0.407104608432264
1.0	10.0	11.988294184880363	-0.37780494035073375	1.63	0.18572876714120223	2.419475918942508	0.4453156981637247
2.0	10.0	14.407770103822871	-0.08134109236583886	1.75	0.17364238331719406	2.0717198961771297	0.5743078166013472
4.0	11.0	1.50742	0.04309000000000007	1.86	0.03977499999999967	1.422825681687416	0.7895367945037317
6.0	11.0	2.930245681687416	0.02172592233296422	1.77	0.2531610464376055	1.1103051539148847	0.6839985902769323
8.0	11.0	4.040550835602301	0.11041432035188792	1.74	0.058902433836898194	1.813677480596474	0.6365320091720931
7.0	11.0	5.854228316198775	0.17113709569049207	1.58	0.008812275951211035	1.3283483267172933	0.5485057991104512
5.0	11.0	7.182576642916068	0.15721772249499621	1.83	0.23993553596550754	2.3179212355070895	0.4158598037850178
3.0	11.0	9.500497878423158	0.10442000000000018	1.56	0.1437749999999971	2.491391859426983	0.40722086048047773
1.0	11.0	11.99188973785014	-0.38806241037205	1.63	0.20648227482075843	2.419947892765993	0.4458781644784678
2.0	11.0	14.411837630616134	-0.08161841043067586	1.75	0.21058292875285822	2.0655823693838666	0.5733274234892917
4.0	12.0	1.5092100000000002	0.03927000000000014	1.86	0.046800000000000175	1.4334266794299457	0.7858919152440872
6.0	12.0	2.942636679429946	0.020378202952852087	1.77	0.26464779979371134	1.1114525351358737	0.6867191976882308
8.0	12.0	4.05408921456582	0.1153988314542409	1.74	0.11325943337297417	1.8009460212650445	0.6369677112318372
7.0	12.0	5.855035235830864	0.1692443376303252	1.58	0.02468289995705142	1.33893056075539	0.5479312981436003
5.0	12.0	7.193965796586254	0.1564447936208846	1.83	0.2772645663623563	2.311162081836904	0.4165232692848938
3.0	12.0	9.505127878423158	0.10001000000000015	1.56	0.16537500000000094	2.4904904247173913	0.4060979205841695
1.0	12.0	11.99561830314055	-0.39509367548171137	1.63	0.23736796987766873	2.434430139079172	0.44607094829819305
2.0	12.0	14.430048442219721	-0.08274472519630671	1.75	0.26442352738801134	2.0491615577802795	0.5742855209325944
4.0	13.0	1.51156	0.03391999999999995	1.86	0.06157499999999927	1.4423101159252767	0.7861727688347049
6.0	13.0	2.9538701159252767	0.02101109514569033	1.77	0.2917738851991769	1.1016599620061633	0.6886774231645758
8.0	13.0	4.05553007793144	0.11461084599409621	1.74	0.12868434699499387	1.8024573107943604	0.6343728880654363
7.0	13.0	5.8579873887258005	0.16650434098022515	1.58	0.027394045006017276	1.3502625447138676	0.5474187102075825
5.0	13.0	7.208249933439668	0.14639047573182173	1.83	0.3319702451470885	2.3032479449834886	0.4169181568202315
3.0	13.0	9.511497878423157	0.09575000000000067	1.56	0.19364999999999633	2.4938566360539074	0.4064447378996869
1.0	13.0	12.005354514477064	-0.40267177537105336	1.63	0.25255222581774817	2.426861517009284	0.4468070124279266
2.0	13.0	14.432216031486348	-0.07888061752138009	1.75	0.31114405667812317	2.0493439685136527	0.5727944268343461
4.0	14.0	1.51556	0.030370000000000008	1.86	0.06237500000000007	1.4497654482876408	0.7886106700435491
6.0	14.0	2.9653254482876408	0.02344109023891261	1.77	0.32549649874263453	1.0863402322119073	0.6906958424728142
8.0	14.0	4.051665680499548	0.10948038374970204	1.74	0.10917789054750937	1.809290343526964	0.6312395086886194
7.0	14.0	5.860956024026512	0.16377571846686734	1.58	0.024550700265530967	1.3590791461378036	0.5466031294086271
5.0	14.0	7.220035170164316	0.14771100939500337	1.83	0.3774801010140716	2.299882708258842	0.4167659187974528
3.0	14.0	9.519917878423158	0.09370000000000012	1.56	0.23317500000000102	2.498974179489686	0.4055188274366979
1.0	14.0	12.018892057912844	-0.4117818870081895	1.63	0.26922651761268845	2.432979319789464	0.4477610661753048
2.0	14.0	14.451871377702307	-0.07193164669587282	1.75	0.3443016393501619	2.033688622297693	0.5741427788264005
4.0	15.0	1.51596	0.027900000000000036	1.86	0.07267499999999982	1.462022334670942	0.785246664579982
6.0	15.0	2.977982334670942	0.02910473517883916	1.77	0.33421429710140393	1.0849480508317755	0.6936588390539997
8.0	15.0	4.0629303855027175	0.11660044028071015	1.74	0.11417006514958361	1.7983137017720932	0.6302001254253954
7.0	15.0	5.861244087274811	0.15888031248615286	1.58	0.019384490969094337	1.3752813505138253	0.5451561283059652
5.0	15.0	7.236525437788636	0.13874128168385558	1.83	0.42839907945864786	2.2933924406345216	0.41687617077534195
3.0	15.0	9.529917878423158	0.08874000000000049	1.56	0.25635000000000296	2.504195284948903	0.4054174925071235
1.0	15.0	12.03411316337206	-0.4205555741620528	1.63	0.3013202513021662	2.4289909661718685	0.4492517540237085
2.0	15.0	14.463104129543929	-0.07231596312823152	1.75	0.3641305312715115	2.0228558704560715	0.5739081489440765
4.0	16.0	1.5222499999999999	0.03262999999999994	1.86	0.08430000000000049	1.4702341168025301	0.7872534094741728
6.0	16.0	2.99248411680253	0.03297462229826875	1.77	0.3498010652792305	1.0702439248687692	0.6986011815995266
8.0	16.0	4.062728041671299	0.10883488349532144	1.74	0.1517566051943553	1.7926198272662806	0.6265121947383612
7.0	16.0	5.85534786893758	0.1516005275587593	1.58	0.020921150542638767	1.3996564233743367	0.5425950680422824
5.0	16.0	7.2550042923119165	0.13530041519627756	1.83	0.48229225901059936	2.2863335861112404	0.4172969123494632
3.0	16.0	9.541337878423157	0.08119000000000032	1.56	0.28967499999999813	2.506416949088287	0.4051073351461996
1.0	16.0	12.047754827511444	-0.42873393373065505	1.63	0.3422018605308974	2.4305462369231883	0.44999486384415677
2.0	16.0	14.478301064434632	-0.06722111332631164	1.75	0.3929930545801241	2.0139489355653684	0.5740226532130029
4.0	17.0	1.5222200000000001	0.026980000000000004	1.86	0.08767499999999928	1.4834957626803662	0.7829589797889928
6.0	17.0	3.0057157626803663	0.037380145195504255	1.77	0.34901387896227987	1.0709164755431475	0.7006104197339073
8.0	17.0	4.076632238223514	0.11606655197362259	1.74	0.1468927136985898	1.783737043254935	0.62587077799636
7.0	17.0	5.860369281478449	0.14836944271748598	1.58	0.03139867757322223	1.4118107763808165	0.5417134824455018
5.0	17.0	7.2721800578592655	0.13607583055703443	1.83	0.537594651347395	2.2801778205638916	0.41735179419810253
3.0	17.0	9.552357878423157	0.07719000000000076	1.56	0.33172499999999605	2.5119424669331085	0.4040964664571841
1.0	17.0	12.064300345356266	-0.43781584018103903	1.63	0.3973425141960574	2.4373707936714837	0.45167937902904826
2.0	17.0	14.50167113902775	-0.0543047019559153	1.75	0.39806493269535004	1.9905488609722515	0.5756978440585475
4.0	18.0	1.53127	0.0329600000000001	1.86	0.08902500000000035	1.4908152951202165	0.7833005411668018
6.0	18.0	3.0220852951202164	0.04588030638957541	1.77	0.3711328372894329	1.0624830812868864	0.7038549852866768
8.0	18.0	4.084568376407103	0.11653104306151407	1.74	0.16724769437064246	1.7790113199858553	0.6220934740207635
7.0	18.0	5.863579696392958	0.14069784279760644	1.58	0.02444472496606176	1.435939621507619	0.5401422685322269
5.0	18.0	7.299519317900577	0.1324947962055878	1.83	0.589498266892472	2.2667885605225795	0.4187221482593739
3.0	18.0	9.566307878423157	0.06819000000000042	1.56	0.35675000000000345	2.509648531028443	0.4037947121496295
1.0	18.0	12.0759564094516	-0.4438707986886312	1.63	0.43527957910365345	2.443363333225202	0.4519453727011813
2.0	18.0	14.519319742676801	-0.04976300223998065	1.75	0.443754421739877	1.9819502573231993	0.5759098821378289
4.0	19.0	1.5342900000000002	0.030669999999999975	1.86	0.08762500000000006	1.507217116313868	0.7841453351870924
6.0	19.0	3.041507116313868	0.05237062888784605	1.77	0.3834997415738206	1.043330480226781	0.7090325903582593
8.0	19.0	4.084837596540649	0.11185774218578781	1.74	0.21708931481681182	1.7774143306562307	0.6177625335239186
7.0	19.0	5.86225192719688	0.1320076802584209	1.58	0.03338631555046989	1.4600756294281867	0.5374529530388614
5.0	19.0	7.3223275566250665	0.126702844175131	1.83	0.6539734115208384	2.261180321798091	0.4196035738132145
3.0	19.0	9.583507878423157	0.05679999999999996	1.56	0.38605	2.5052233144357015	0.40385592808688936
1.0	19.0	12.088731192858859	-0.44918490352427676	1.63	0.46528723048742116	2.4470377789552593	0.4529438033449954
2.0	19.0	14.535768971814118	-0.04094440043235292	1.75	0.441932782305674	1.9685210281858827	0.5754173406776741
4.0	20.0	1.5385600000000001	0.03644000000000003	1.86	0.09947499999999998	1.5153488594959248	0.7826648995340791
6.0	20.0	3.053908859495925	0.062312339849246	1.77	0.39587102497869675	1.0400231792790366	0.7122321320495666
8.0	20.0	4.093932038774962	0.11272895761089718	1.74	0.20266684855796857	1.7680500738114509	0.6143886412294051
7.0	20.0	5.861982112586412	0.12362891634637041	1.58	0.03877727799724617	1.4872184415666272	0.5353912680283527
5.0	20.0	7.34920055415304	0.11073022811559641	1.83	0.7194311015863031	2.2483673242701183	0.42020145989112223
3.0	20.0	9.597567878423158	0.048830000000000595	1.56	0.4264749999999973	2.511254406978072	0.40356310401322554
1.0	20.0	12.10882228540123	-0.45200383151697854	1.63	0.5005356723538545	2.4446000309302462	0.45457255176002864
2.0	20.0	14.553422316331476	-0.03238843942681946	1.75	0.4604969059853925	1.9551376836685248	0.5762880723278545
4.0	21.0	1.5411400000000002	0.032480000000000064	1.86	0.12145000000000072	1.529026107799108	0.7812153708953505
6.0	21.0	3.0701661077991083	0.06877095931947874	1.77	0.4036037516001578	1.0310873698809346	0.7162219003241123
8.0	21.0	4.101253477680043	0.11293043958064342	1.74	0.21699320660532706	1.7613432987357873	0.6108287596359419
7.0	21.0	5.86259677641583	0.11393563842335253	1.58	0.07887690637413236	1.5128967701044775	0.5327975376363523
5.0	21.0	7.375493546520308	0.11059950085191161	1.83	0.7810089652781027	2.240874331902849	0.42076235555416175
3.0	21.0	9.616367878423157	0.03496000000000077	1.56	0.4669750000000006	2.5124026036393428	0.40382283131276286
1.0	21.0	12.1287704820625	-0.45416162375511604	1.63	0.548130466947585	2.440264370385684	0.45637411263787514
2.0	21.0	14.569034852448183	-0.028267566766946528	1.75	0.46588314293913413	1.9421051475518174	0.5761810351933244
4.0	22.0	1.5442799999999999	0.03493000000000013	1.86	0.12579999999999925	1.537962231014858	0.7786444912731129
6.0	22.0	3.082242231014858	0.07529199548945908	1.77	0.41876787675726224	1.0306040690303977	0.7180419775752233
8.0	22.0	4.1128463000452555	0.11634215952062932	1.74	0.2226295460633887	1.7547484068148975	0.6067671483292856
7.0	22.0	5.867594706860153	0.10371132701479668	1.58	0.09045824203620656	1.5414089502650592	0.530472576553305
5.0	22.0	7.409003657125212	0.10641603627956053	1.83	0.8235695514097308	2.2288142212979443	0.4214473146206657
3.0	22.0	9.637817878423157	0.021010000000000417	1.56	0.4952000000000023	2.516737430395816	0.40392155017528925
1.0	22.0	12.154555308818972	-0.45438548298835046	1.63	0.5764088661775579	2.434719106478889	0.4587445633999907
2.0	22.0	14.589274415297862	-0.021948477350916207	1.75	0.4201421236409075	1.925005584702139	0.5775392976287035
4.0	23.0	1.5471700000000002	0.04045999999999994	1.86	0.12112500000000082	1.5551532508410497	0.7766208676858906
6.0	23.0	3.10232325084105	0.0785600724591553	1.77	0.4222918548063026	1.0201059048386472	0.7232116890693207
8.0	23.0	4.122429155679697	0.11776550597074387	1.74	0.22977645176346817	1.7453361230325282	0.6021158197238099
7.0	23.0	5.867765278712225	0.08988318932622619	1.58	0.11986104712290446	1.5762839614844317	0.5282016640551547
5.0	23.0	7.444049240196657	0.10486483174630945	1.83	0.8484964013064511	2.210148638226501	0.4223492789048937
3.0	23.0	9.654197878423158	0.005950000000000344	1.56	0.5445900744421195	2.5252684676953674	0.4035903460337675
1.0	23.0	12.179466346118526	-0.4530612960823768	1.63	0.6280279592376159	2.4302514540637734	0.4610734525882963
2.0	23.0	14.609717800182299	-0.018588650860856593	1.75	0.42542072755820115	1.9074521998177019	0.5775997376829362
4.0	24.0	1.55061	0.04733999999999994	1.86	0.14759999999999995	1.568115344917169	0.772829955319448
6.0	24.0	3.118725344917169	0.08298961987658782	1.77	0.42369674130854906	1.0197760615091038	0.7257986420205166
8.0	24.0	4.138501406426273	0.1282643949930502	1.74	0.26530514317567144	1.7358091438204273	0.5982429971070996
7.0	24.0	5.8743105502467	0.07966422753088165	1.58	0.16795706085272588	1.607313984525951	0.5263120044349134
5.0	24.0	7.481624534772651	0.09608128699668583	1.83	0.8803508044952268	2.1927133436505066	0.4234253812493995
3.0	24.0	9.674337878423158	-0.012379999999999391	1.56	0.5747149920793682	2.5306690716846543	0.40368918529879017
1.0	24.0	12.205006950107812	-0.4486648005140279	1.63	0.6772343045252072	2.423637540516765	0.46343465255683414
2.0	24.0	14.628644490624577	-0.01781077821840782	1.75	0.44862666809638796	1.8919655093754237	0.5780211747129523
4.0	25.0	1.55575	0.05230000000000001	1.86	0.18144999999999967	1.5805807446624207	0.7727237406116136
6.0	25.0	3.1363307446624207	0.0836413831297409	1.77	0.43809351137813257	1.0076663802634842	0.729814004973306
8.0	25.0	4.143997124925905	0.11867383248014396	1.74	0.2748592321121479	1.7327578735478042	0.5916633299361911
7.0	25.0	5.876754998473709	0.07007465215902742	1.58	0.21191717259180454	1.647542879949448	0.5230463533580761
5.0	25.0	7.524297878423157	0.08254000000000072	1.83	0.9018183106752953	2.1762099999999993	0.4246257857019213
3.0	25.0	9.700507878423156	-0.028739999999999988	1.56	0.6289383115196978	2.5338195538904458	0.40430217838739724
1.0	25.0	12.234327432313602	-0.442432415880585	1.63	0.6964088198469964	2.4129754596244837	0.46604592497127234
2.0	25.0	14.647302891938086	-0.014538395864947207	1.75	0.47496982485561556	1.8784471080619147	0.5781971366390696
4.0	26.0	1.5708300000000002	0.06093000000000015	1.86	0.22572499999999995	1.583095617442593	0.7755860031787563
6.0	26.0	3.153925617442593	0.08448166542630253	1.77	0.4461496045920721	0.9955997068708369	0.7318037864706602
8.0	26.0	4.14952532431343	0.12290949644926918	1.74	0.2941081725033934	1.7373733071738027	0.5851576139136676
7.0	26.0	5.886898631487233	0.06246266391416566	1.58	0.2570955006539122	1.6805092469359248	0.5206666594021594
5.0	26.0	7.5674078784231575	0.08252000000000059	1.83	0.9165108297571245	2.1607199999999995	0.4255682117089538
3.0	26.0	9.728127878423157	-0.045979999999999244	1.56	0.6586586605491584	2.5388791358673206	0.40514317567572
1.0	26.0	12.267007014290478	-0.43362927549821384	1.63	0.7141091008787992	2.397647307319808	0.46796509979178935
2.0	26.0	14.664654321610286	-0.006020886933170377	1.75	0.5291937856919482	1.8761756783897152	0.5781564465353087
4.0	27.0	1.5725399999999998	0.06425999999999998	1.86	0.2587000000000006	1.6006829133832714	0.7712645176313916
6.0	27.0	3.1732229133832712	0.0827193097844785	1.77	0.4653286878771701	0.9924611432655981	0.7343951141024805
8.0	27.0	4.165684056648869	0.1216457132282398	1.74	0.3019350958265643	1.7308685216440622	0.5820850821329365
7.0	27.0	5.896552578292932	0.05199883293144514	1.58	0.30641437712985553	1.7050553001302262	0.5189568044312107
5.0	27.0	7.601607878423158	0.07750000000000057	1.83	0.9092105532448636	2.1488300000000002	0.42614338410006153
3.0	27.0	9.750437878423158	-0.06640999999999941	1.56	0.6753552438262744	2.5444260134041308	0.40656272658316917
1.0	27.0	12.294863891827289	-0.42273085358752693	1.63	0.7095984032194069	2.3748640966568235	0.470845692813516
2.0	27.0	14.669727988484112	-0.004449669168396175	1.75	0.5373398682242492	1.8728120115158882	0.5757889512557911
4.0	28.0	1.5797200000000002	0.06740999999999997	1.86	0.29449999999999976	1.6112820370427372	0.7701908544580255
6.0	28.0	3.1910020370427374	0.08029739646108247	1.77	0.46291876101918095	0.9854769200697526	0.735153011999715
8.0	28.0	4.17647895711249	0.11869972151860808	1.74	0.3200428235549424	1.7350451581296298	0.5776275179008565
7.0	28.0	5.91152411524212	0.04087149674361745	1.58	0.37765715083053264	1.7273937631810377	0.51644625781154
5.0	28.0	7.6389178784231575	0.08359000000000005	1.83	0.9255965955662515	2.145226029776847	0.42659843687911564
3.0	28.0	9.784143908200004	-0.08322992337739565	1.56	0.7098239861213607	2.5430236849466414	0.4077185919746475
1.0	28.0	12.327167593146646	-0.4111498234249631	1.63	0.7047738374845691	2.362320440553436	0.4736471705487723
2.0	28.0	14.689488033700082	-0.013414522061251821	1.75	0.513827406279681	1.8602319662999192	0.5761175089814522
4.0	29.0	1.5933300000000001	0.07719999999999994	1.86	0.32842499999999997	1.6176558128372875	0.7699326950113345
6.0	29.0	3.2109858128372877	0.07644850919452573	1.77	0.48349846781063466	0.97997384097363	0.735713653299637
8.0	29.0	4.190959653810918	0.11883273547840023	1.74	0.3247881232915062	1.7384750977270524	0.5741338533003253
7.0	29.0	5.92943475153797	0.028883914301402802	1.58	0.4376481017070577	1.745033126885187	0.5149384780563827
5.0	29.0	7.674467878423157	0.08498000000000072	1.83	0.9244083591262653	2.1389259968317473	0.42688003508258066
3.0	29.0	9.813393875254905	-0.10667887641618723	1.56	0.7337973931889819	2.546231039414037	0.40801123833713493
1.0	29.0	12.359624914668942	-0.3981554835487755	1.63	0.7000822059392053	2.3555947243837316	0.47577076873899965
2.0	29.0	14.715219639052673	-0.012665718370252987	1.75	0.546740122520335	1.8481103609473275	0.577072975992492
4.0	30.0	1.61114	0.07357000000000014	1.86	0.36832500000000046	1.618006264047178	0.7713859826163204
6.0	30.0	3.229146264047178	0.07076619358935554	1.77	0.5088752601182511	0.9747294675726428	0.7359427436045388
8.0	30.0	4.203875731619821	0.11574125310023864	1.74	0.3548218403161685	1.7428732500033135	0.570442171495798
7.0	30.0	5.946748981623134	0.01790233874768643	1.58	0.5094655180736152	1.7631788968000235	0.5125058839592176
5.0	30.0	7.709927878423158	0.08635000000000037	1.83	0.9114750000000016	2.1392153246078793	0.4275826801284841
3.0	30.0	9.849143203031037	-0.11835277116432574	1.56	0.7441452714159924	2.5382426103089912	0.40864137210521
1.0	30.0	12.387385813340028	-0.3832018100245802	1.63	0.6842894653111653	2.356024432933694	0.47689967293787866
2.0	30.0	14.743410246273722	-0.016854252064439912	1.75	0.5742293026358736	1.8377297537262784	0.5787479106371693
