#id	fr	x	y	z	velocity	headway	rho
11	254	1.0754	1.6178	0.0000	1.1468	1.1791	0.8951
11	255	1.1220	1.6067	0.0000	1.1382	1.1676	0.8979
11	256	1.1688	1.5968	0.0000	1.1285	1.1584	0.8995
11	257	1.2143	1.5899	0.0000	1.1170	1.1521	0.9008
11	258	1.2599	1.5889	0.0000	1.1035	1.1482	0.9016
11	259	1.3038	1.5912	0.0000	1.0860	1.1489	0.9017
11	260	1.3464	1.5949	0.0000	1.0717	1.1516	0.9022
11	261	1.3880	1.6007	0.0000	1.0607	1.1567	0.9022
11	262	1.4291	1.6075	0.0000	1.0585	1.1642	0.9018
11	263	1.4700	1.6146	0.0000	1.0610	1.1721	0.9016
11	264	1.5098	1.6202	0.0000	1.0715	1.1813	0.9013
11	265	1.5507	1.6232	0.0000	1.0875	1.1854	0.9022
11	266	1.5931	1.6231	0.0000	1.1095	1.1826	0.9054
11	267	1.6377	1.6200	0.0000	1.1328	1.1732	0.9101
11	268	1.6843	1.6128	0.0000	1.1575	1.1566	0.9171
11	269	1.7324	1.6020	0.0000	1.1797	1.1368	0.9250
11	270	1.7814	1.5906	0.0000	1.1893	1.1158	0.9329
11	271	1.8318	1.5805	0.0000	1.1917	1.0936	0.9402
11	272	1.8822	1.5754	0.0000	1.1855	1.0727	0.9468
11	273	1.9330	1.5774	0.0000	1.1733	1.0522	0.9526
11	274	1.9817	1.5837	0.0000	1.1565	1.0348	0.9578
11	275	2.0264	1.5912	0.0000	1.1382	1.0205	0.9632
11	276	2.0698	1.6007	0.0000	1.1152	1.0095	0.9678
11	277	2.1119	1.6094	0.0000	1.0930	0.9996	0.9729
12	278	1.0989	1.6384	0.0000	1.1210	1.0547	0.9317
12	279	1.1427	1.6317	0.0000	1.1387	1.0523	0.9314
12	280	1.1883	1.6265	0.0000	1.1553	1.0484	0.9315
12	281	1.2355	1.6233	0.0000	1.1678	1.0424	0.9331
12	282	1.2842	1.6248	0.0000	1.1835	1.0352	0.9347
12	283	1.3340	1.6332	0.0000	1.2002	1.0273	0.9361
12	284	1.3839	1.6454	0.0000	1.2170	1.0187	0.9379
12	285	1.4326	1.6559	0.0000	1.2292	1.0110	0.9398
12	286	1.4798	1.6637	0.0000	1.2345	1.0040	0.9422
12	287	1.5291	1.6700	0.0000	1.2335	0.9941	0.9448
12	288	1.5790	1.6726	0.0000	1.2272	0.9825	0.9481
12	289	1.6295	1.6717	0.0000	1.2208	0.9690	0.9524
12	290	1.6800	1.6680	0.0000	1.2185	0.9544	0.9575
12	291	1.7293	1.6619	0.0000	1.2160	0.9411	0.9636
12	292	1.7776	1.6530	0.0000	1.2073	0.9293	0.9696
12	293	1.8249	1.6426	0.0000	1.1930	0.9191	0.9761
12	294	1.8722	1.6313	0.0000	1.1740	0.9096	0.9831
12	295	1.9200	1.6208	0.0000	1.1522	0.9010	0.9900
12	296	1.9662	1.6128	0.0000	1.1350	0.8946	0.9960
12	297	2.0120	1.6112	0.0000	1.1180	0.8910	0.9998
12	298	2.0562	1.6148	0.0000	1.1010	0.8918	1.0013
12	299	2.0991	1.6206	0.0000	1.0830	0.8958	1.0008
12	300	2.1409	1.6265	0.0000	1.0640	0.9022	0.9995
12	301	2.1833	1.6324	0.0000	1.0492	0.9078	0.9979
12	302	2.2248	1.6362	0.0000	1.0408	0.9125	0.9972
13	313	1.6546	1.6705	0.0000	1.1455	1.0607	0.7450
13	314	1.6993	1.6780	0.0000	1.1285	1.0612	0.7448
13	315	1.7423	1.6848	0.0000	1.1115	1.0629	0.7453
13	316	1.7856	1.6901	0.0000	1.0950	1.0651	0.7460
13	317	1.8278	1.6922	0.0000	1.0855	1.0665	0.7474
13	318	1.8703	1.6910	0.0000	1.0763	1.0666	0.7489
13	319	1.9126	1.6866	0.0000	1.0740	1.0664	0.7500
13	320	1.9555	1.6793	0.0000	1.0738	1.0629	0.7515
13	321	1.9986	1.6690	0.0000	1.0725	1.0573	0.7532
13	322	2.0420	1.6583	0.0000	1.0727	1.0499	0.7551
13	323	2.0851	1.6484	0.0000	1.0707	1.0415	0.7573
14	336	1.0928	1.6483	0.0000	1.2167	1.5466	0.7672
14	337	1.1417	1.6509	0.0000	1.2195	1.5435	0.7653
14	338	1.1901	1.6501	0.0000	1.2255	1.5425	0.7631
14	339	1.2387	1.6463	0.0000	1.2320	1.5412	0.7610
14	340	1.2877	1.6397	0.0000	1.2383	1.5397	0.7586
14	341	1.3374	1.6313	0.0000	1.2390	1.5358	0.7569
14	342	1.3876	1.6237	0.0000	1.2373	1.5286	0.7562
14	343	1.4386	1.6181	0.0000	1.2355	1.5199	0.7555
14	344	1.4894	1.6151	0.0000	1.2288	1.5081	0.7559
14	345	1.5398	1.6165	0.0000	1.2195	1.4947	0.7573
14	346	1.5884	1.6191	0.0000	1.2050	1.4808	0.7596
14	347	1.6366	1.6235	0.0000	1.1900	1.4666	0.7623
14	348	1.6843	1.6284	0.0000	1.1745	1.4516	0.7655
15	363	1.2070	1.6408	0.0000	1.1205	1.1810	0.8376
15	364	1.2522	1.6362	0.0000	1.1282	1.1793	0.8351
15	365	1.2980	1.6309	0.0000	1.1410	1.1761	0.8331
15	366	1.3438	1.6252	0.0000	1.1568	1.1726	0.8310
15	367	1.3895	1.6216	0.0000	1.1700	1.1690	0.8301
15	368	1.4362	1.6209	0.0000	1.1780	1.1639	0.8296
15	369	1.4842	1.6246	0.0000	1.1830	1.1566	0.8303
15	370	1.5333	1.6317	0.0000	1.1850	1.1484	0.8307
15	371	1.5823	1.6386	0.0000	1.1867	1.1394	0.8324
15	372	1.6308	1.6447	0.0000	1.1890	1.1294	0.8349
15	373	1.6782	1.6493	0.0000	1.1892	1.1184	0.8379
15	374	1.7254	1.6527	0.0000	1.1865	1.1067	0.8414
15	375	1.7720	1.6541	0.0000	1.1815	1.0958	0.8448
15	376	1.8185	1.6534	0.0000	1.1767	1.0859	0.8473
15	377	1.8651	1.6505	0.0000	1.1730	1.0763	0.8497
15	378	1.9119	1.6456	0.0000	1.1735	1.0670	0.8520
15	379	1.9588	1.6391	0.0000	1.1697	1.0577	0.8545
15	380	2.0059	1.6315	0.0000	1.1683	1.0490	0.8573
15	381	2.0530	1.6256	0.0000	1.1650	1.0413	0.8601
15	382	2.1000	1.6219	0.0000	1.1605	1.0342	0.8630
16	384	0.9152	1.5791	0.0000	1.2060	1.2781	0.9162
16	385	0.9652	1.5852	0.0000	1.2080	1.2741	0.9181
16	386	1.0140	1.5926	0.0000	1.2065	1.2705	0.9190
16	387	1.0623	1.6006	0.0000	1.2033	1.2670	0.9193
16	388	1.1110	1.6081	0.0000	1.2007	1.2622	0.9189
16	389	1.1584	1.6138	0.0000	1.1967	1.2584	0.9178
16	390	1.2053	1.6171	0.0000	1.1927	1.2548	0.9160
16	391	1.2515	1.6172	0.0000	1.1957	1.2525	0.9142
16	392	1.2981	1.6151	0.0000	1.2035	1.2506	0.9118
16	393	1.3457	1.6095	0.0000	1.2120	1.2487	0.9099
