#id	fr	x	y	z	velocity	headway	rho
1	101	1.2055	1.5633	0.0000	1.1112	1.2039	0.8392
1	102	1.2512	1.5667	0.0000	1.1047	1.2074	0.8317
1	103	1.2957	1.5721	0.0000	1.0952	1.2100	0.8247
1	104	1.3396	1.5779	0.0000	1.0875	1.2101	0.8183
1	105	1.3818	1.5835	0.0000	1.0802	1.2097	0.8133
1	106	1.4242	1.5890	0.0000	1.0733	1.2062	0.8104
1	107	1.4664	1.5931	0.0000	1.0690	1.2016	0.8085
1	108	1.5078	1.5945	0.0000	1.0710	1.1962	0.8079
1	109	1.5492	1.5934	0.0000	1.0808	1.1907	0.8076
1	110	1.5917	1.5900	0.0000	1.0938	1.1828	0.8081
1	111	1.6348	1.5857	0.0000	1.1108	1.1750	0.8098
1	112	1.6788	1.5803	0.0000	1.1278	1.1657	0.8119
1	113	1.7241	1.5748	0.0000	1.1420	1.1540	0.8157
1	114	1.7719	1.5706	0.0000	1.1550	1.1391	0.8205
1	115	1.8193	1.5695	0.0000	1.1645	1.1232	0.8258
1	116	1.8685	1.5742	0.0000	1.1705	1.1056	0.8311
1	117	1.9175	1.5831	0.0000	1.1745	1.0874	0.8362
1	118	1.9646	1.5911	0.0000	1.1747	1.0712	0.8413
1	119	2.0112	1.5967	0.0000	1.1665	1.0539	0.8465
1	120	2.0575	1.6013	0.0000	1.1587	1.0374	0.8516
1	121	2.1030	1.6054	0.0000	1.1430	1.0218	0.8573
2	143	1.7839	1.6966	0.0000	1.1965	1.2738	0.6611
2	144	1.8373	1.7021	0.0000	1.1993	1.2680	0.6603
4	204	1.1479	1.5993	0.0000	1.1048	1.5990	0.7293
4	205	1.1898	1.6018	0.0000	1.1033	1.5995	0.7295
4	206	1.2304	1.5977	0.0000	1.1155	1.6009	0.7300
4	207	1.2737	1.5912	0.0000	1.1342	1.6003	0.7301
4	208	1.3191	1.5830	0.0000	1.1592	1.5975	0.7303
4	209	1.3666	1.5752	0.0000	1.1858	1.5925	0.7307
4	210	1.4150	1.5680	0.0000	1.2050	1.5840	0.7319
4	211	1.4658	1.5649	0.0000	1.2263	1.5713	0.7334
4	212	1.5176	1.5653	0.0000	1.2377	1.5585	0.7343
4	213	1.5702	1.5708	0.0000	1.2425	1.5450	0.7350
5	223	0.8411	1.5542	0.0000	1.2210	1.2090	0.9817
5	224	0.8905	1.5494	0.0000	1.2400	1.2088	0.9742
5	225	0.9416	1.5509	0.0000	1.2557	1.2079	0.9665
5	226	0.9933	1.5564	0.0000	1.2670	1.2072	0.9588
5	227	1.0448	1.5625	0.0000	1.2770	1.2067	0.9514
5	228	1.0965	1.5697	0.0000	1.2838	1.2050	0.9450
5	229	1.1486	1.5768	0.0000	1.2892	1.2022	0.9391
5	230	1.2006	1.5829	0.0000	1.2902	1.1982	0.9345
5	231	1.2520	1.5866	0.0000	1.2842	1.1928	0.9309
5	232	1.3031	1.5861	0.0000	1.2792	1.1867	0.9280
5	233	1.3546	1.5819	0.0000	1.2735	1.1791	0.9261
5	234	1.4062	1.5745	0.0000	1.2643	1.1710	0.9250
5	235	1.4577	1.5661	0.0000	1.2513	1.1638	0.9243
5	236	1.5070	1.5562	0.0000	1.2345	1.1594	0.9242
5	237	1.5565	1.5482	0.0000	1.2145	1.1563	0.9242
5	238	1.6059	1.5423	0.0000	1.1957	1.1547	0.9235
5	239	1.6543	1.5410	0.0000	1.1768	1.1554	0.9209
5	240	1.7011	1.5444	0.0000	1.1573	1.1592	0.9166
5	241	1.7458	1.5508	0.0000	1.1410	1.1651	0.9117
5	242	1.7889	1.5584	0.0000	1.1255	1.1723	0.9071
5	243	1.8329	1.5663	0.0000	1.1123	1.1763	0.9030
5	244	1.8769	1.5737	0.0000	1.1062	1.1774	0.9004
5	245	1.9206	1.5791	0.0000	1.1060	1.1756	0.8992
5	246	1.9634	1.5826	0.0000	1.1135	1.1720	0.8993
6	253	1.2325	1.5737	0.0000	1.1485	1.0586	0.8748
6	254	1.2798	1.5793	0.0000	1.1447	1.0639	0.8696
6	255	1.3246	1.5851	0.0000	1.1395	1.0711	0.8640
6	256	1.3679	1.5902	0.0000	1.1295	1.0772	0.8587
6	257	1.4113	1.5930	0.0000	1.1128	1.0807	0.8537
6	258	1.4535	1.5939	0.0000	1.0950	1.0856	0.8484
6	259	1.4959	1.5921	0.0000	1.0882	1.0896	0.8437
6	260	1.5395	1.5883	0.0000	1.0887	1.0910	0.8398
6	261	1.5833	1.5825	0.0000	1.0948	1.0910	0.8371
6	262	1.6272	1.5750	0.0000	1.0970	1.0912	0.8348
6	263	1.6705	1.5668	0.0000	1.0987	1.0940	0.8326
6	264	1.7151	1.5594	0.0000	1.0968	1.0949	0.8311
6	265	1.7601	1.5546	0.0000	1.0877	1.0953	0.8303
6	266	1.8058	1.5536	0.0000	1.0790	1.0941	0.8307
6	267	1.8501	1.5573	0.0000	1.0692	1.0933	0.8321
6	268	1.8930	1.5638	0.0000	1.0628	1.0925	0.8346
6	269	1.9346	1.5719	0.0000	1.0530	1.0914	0.8376
6	270	1.9746	1.5796	0.0000	1.0450	1.0897	0.8416
6	271	2.0149	1.5854	0.0000	1.0375	1.0866	0.8466
