#id	fr	x	y	z	velocity	headway	rho
9	201	0.7381	1.7369	0.0000	0.7965	0.7226	1.4328
8	201	1.4607	1.7051	0.0000	0.8863	0.8559	1.2670
7	201	2.3166	1.6801	0.0000	0.8583	0.6658	1.3143
9	202	0.7682	1.7313	0.0000	0.8070	0.7303	1.4192
8	202	1.4985	1.7043	0.0000	0.8775	0.8548	1.2618
7	202	2.3533	1.6751	0.0000	0.8520	0.6575	1.3225
9	203	0.7997	1.7262	0.0000	0.8167	0.7338	1.4071
8	203	1.5335	1.7055	0.0000	0.8703	0.8555	1.2584
7	203	2.3890	1.6750	0.0000	0.8440	0.6492	1.3292
9	204	0.8320	1.7216	0.0000	0.8235	0.7355	1.4076
8	204	1.5675	1.7081	0.0000	0.8633	0.8555	1.2571
7	204	2.4230	1.6772	0.0000	0.8290	0.6414	1.3361
9	205	0.8676	1.7202	0.0000	0.8307	0.7315	1.4003
8	205	1.5991	1.7109	0.0000	0.8545	0.8559	1.2599
7	205	2.4550	1.6820	0.0000	0.8095	0.6347	1.3417
9	206	0.9028	1.7209	0.0000	0.8393	0.7276	1.3937
8	206	1.6304	1.7123	0.0000	0.8510	0.8555	1.2633
7	206	2.4859	1.6865	0.0000	0.7915	0.6284	1.3478
9	207	0.9395	1.7243	0.0000	0.8460	0.7224	1.3870
8	207	1.6619	1.7127	0.0000	0.8518	0.8544	1.2684
7	207	2.5163	1.6901	0.0000	0.7710	0.6223	1.3544
9	208	0.9752	1.7283	0.0000	0.8507	0.7195	1.3788
8	208	1.6947	1.7122	0.0000	0.8635	0.8527	1.2721
9	209	1.0086	1.7327	0.0000	0.8535	0.7204	1.3698
8	209	1.7290	1.7114	0.0000	0.8843	0.8482	1.2750
9	210	1.0412	1.7372	0.0000	0.8535	0.7231	1.3608
8	210	1.7643	1.7102	0.0000	0.9143	0.8408	1.2789
9	211	1.0738	1.7405	0.0000	0.8545	0.7273	1.3514
8	211	1.8011	1.7076	0.0000	0.9497	0.8321	1.2825
9	212	1.1066	1.7417	0.0000	0.8520	0.7326	1.3421
8	212	1.8392	1.7043	0.0000	0.9818	0.8225	1.2861
9	213	1.1400	1.7407	0.0000	0.8542	0.7389	1.3319
8	213	1.8789	1.7014	0.0000	1.0050	0.8107	1.2907
9	214	1.1734	1.7377	0.0000	0.8585	0.7478	1.3207
8	214	1.9212	1.6989	0.0000	1.0157	0.7958	1.2957
9	215	1.2090	1.7337	0.0000	0.8700	0.7558	1.3098
8	215	1.9648	1.6977	0.0000	1.0180	0.7780	1.3040
9	216	1.2446	1.7287	0.0000	0.8772	0.7657	1.2979
8	216	2.0103	1.6986	0.0000	1.0128	0.7581	1.3125
9	217	1.2803	1.7241	0.0000	0.8742	0.7743	1.2878
8	217	2.0546	1.7001	0.0000	0.9978	0.7401	1.3207
9	218	1.3169	1.7202	0.0000	0.8653	0.7798	1.2792
8	218	2.0967	1.7014	0.0000	0.9745	0.7218	1.3319
9	219	1.3520	1.7196	0.0000	0.8550	0.7833	1.2730
8	219	2.1353	1.7027	0.0000	0.9453	0.7065	1.3425
9	220	1.3892	1.7258	0.0000	0.8450	0.7823	1.2686
8	220	2.1715	1.7039	0.0000	0.9102	0.6924	1.3562
9	221	1.4247	1.7355	0.0000	0.8383	0.7815	1.2653
8	221	2.2062	1.7044	0.0000	0.8703	0.6802	1.3683
9	222	1.4563	1.7424	0.0000	0.8382	0.7820	1.2640
8	222	2.2383	1.7047	0.0000	0.8310	0.6687	1.3786
9	223	1.4861	1.7475	0.0000	0.8340	0.7826	1.2642
8	223	2.2687	1.7039	0.0000	0.7955	0.6592	1.3872
10	224	0.7172	1.6646	0.0000	0.7595	0.7982	1.3242
9	224	1.5154	1.7505	0.0000	0.8332	0.7839	1.2641
8	224	2.2993	1.7008	0.0000	0.7683	0.6498	1.3950
10	225	0.7479	1.6621	0.0000	0.7553	0.7991	1.3221
9	225	1.5470	1.7515	0.0000	0.8248	0.7819	1.2650
8	225	2.3289	1.6955	0.0000	0.7485	0.6397	1.4069
10	226	0.7781	1.6583	0.0000	0.7542	0.8018	1.3179
9	226	1.5799	1.7512	0.0000	0.8197	0.7785	1.2656
8	226	2.3584	1.6882	0.0000	0.7350	0.6307	1.4192
10	227	0.8091	1.6546	0.0000	0.7550	0.8065	1.3116
9	227	1.6156	1.7496	0.0000	0.8220	0.7714	1.2675
8	227	2.3870	1.6791	0.0000	0.7290	0.6221	1.4352
10	228	0.8388	1.6513	0.0000	0.7562	0.8117	1.3061
9	228	1.6505	1.7469	0.0000	0.8295	0.7644	1.2690
8	228	2.4149	1.6698	0.0000	0.7250	0.6133	1.4517
10	229	0.8680	1.6498	0.0000	0.7600	0.8173	1.2998
9	229	1.6853	1.7432	0.0000	0.8370	0.7573	1.2702
8	229	2.4426	1.6616	0.0000	0.7260	0.6045	1.4686
10	230	0.8971	1.6506	0.0000	0.7655	0.8220	1.2939
9	230	1.7191	1.7388	0.0000	0.8370	0.7518	1.2708
8	230	2.4709	1.6542	0.0000	0.7258	0.5946	1.4854
10	231	0.9273	1.6551	0.0000	0.7727	0.8253	1.2883
9	231	1.7526	1.7329	0.0000	0.8327	0.7476	1.2715
8	231	2.5002	1.6482	0.0000	0.7210	0.5817	1.5046
10	232	0.9580	1.6605	0.0000	0.7765	0.8271	1.2828
9	232	1.7851	1.7261	0.0000	0.8208	0.7448	1.2723
8	232	2.5299	1.6431	0.0000	0.7203	0.5686	1.5228
10	233	0.9892	1.6652	0.0000	0.7838	0.8287	1.2771
9	233	1.8179	1.7196	0.0000	0.8065	0.7408	1.2743
8	233	2.5587	1.6385	0.0000	0.7110	0.5561	1.5421
10	234	1.0212	1.6690	0.0000	0.7905	0.8290	1.2712
9	234	1.8502	1.7136	0.0000	0.7832	0.7395	1.2751
8	234	2.5897	1.6353	0.0000	0.7117	0.5427	1.5598
10	235	1.0541	1.6708	0.0000	0.7982	0.8277	1.2663
9	235	1.8818	1.7096	0.0000	0.7622	0.7374	1.2779
10	236	1.0872	1.6720	0.0000	0.8045	0.8258	1.2624
9	236	1.9130	1.7101	0.0000	0.7443	0.7338	1.2824
10	237	1.1197	1.6718	0.0000	0.8083	0.8242	1.2600
9	237	1.9439	1.7140	0.0000	0.7348	0.7312	1.2858
10	238	1.1523	1.6701	0.0000	0.8118	0.8208	1.2598
9	238	1.9731	1.7199	0.0000	0.7275	0.7262	1.2928
10	239	1.1842	1.6661	0.0000	0.8137	0.8144	1.2639
9	239	1.9986	1.7250	0.0000	0.7260	0.7287	1.2961
10	240	1.2164	1.6609	0.0000	0.8158	0.8076	1.2675
9	240	2.0240	1.7291	0.0000	0.7277	0.7329	1.2983
10	241	1.2491	1.6544	0.0000	0.8150	0.8012	1.2711
9	241	2.0503	1.7313	0.0000	0.7355	0.7386	1.2989
10	242	1.2813	1.6454	0.0000	0.8140	0.7977	1.2723
9	242	2.0790	1.7317	0.0000	0.7470	0.7435	1.2977
10	243	1.3139	1.6359	0.0000	0.8097	0.7950	1.2725
9	243	2.1089	1.7308	0.0000	0.7688	0.7494	1.2950
10	244	1.3467	1.6279	0.0000	0.8093	0.7939	1.2700
9	244	2.1406	1.7288	0.0000	0.8015	0.7528	1.2931
10	245	1.3804	1.6243	0.0000	0.8072	0.7925	1.2679
9	245	2.1729	1.7263	0.0000	0.8395	0.7551	1.2923
11	246	0.6256	1.8111	0.0000	0.7455	0.7876	1.4289
10	246	1.4132	1.6236	0.0000	0.8050	0.7940	1.2645
9	246	2.2072	1.7237	0.0000	0.8752	0.7561	1.2902
11	247	0.6561	1.8163	0.0000	0.7425	0.7892	1.4273
10	247	1.4453	1.6239	0.0000	0.8005	0.7974	1.2606
9	247	2.2427	1.7198	0.0000	0.8990	0.7571	1.2866
11	248	0.6880	1.8211	0.0000	0.7428	0.7882	1.4289
10	248	1.4762	1.6241	0.0000	0.7913	0.8044	1.2558
9	248	2.2806	1.7149	0.0000	0.9077	0.7593	1.2790
11	249	0.7175	1.8242	0.0000	0.7500	0.7904	1.4309
10	249	1.5079	1.6240	0.0000	0.7803	0.8113	1.2487
9	249	2.3192	1.7109	0.0000	0.9022	0.7585	1.2740
11	250	0.7466	1.8251	0.0000	0.7580	0.7927	1.4363
10	250	1.5393	1.6243	0.0000	0.7655	0.8205	1.2398
9	250	2.3598	1.7088	0.0000	0.8915	0.7528	1.2712
11	251	0.7750	1.8246	0.0000	0.7677	0.7961	1.4429
10	251	1.5711	1.6250	0.0000	0.7508	0.8293	1.2305
11	252	0.8041	1.8233	0.0000	0.7800	0.7974	1.4530
10	252	1.6015	1.6263	0.0000	0.7375	0.8371	1.2236
11	253	0.8343	1.8212	0.0000	0.7893	0.7961	1.4646
10	253	1.6304	1.6262	0.0000	0.7267	0.8416	1.2212
11	254	0.8658	1.8177	0.0000	0.8085	0.7930	1.4754
10	254	1.6588	1.6241	0.0000	0.7122	0.8427	1.2227
11	255	0.8987	1.8125	0.0000	0.8275	0.7879	1.4858
10	255	1.6866	1.6220	0.0000	0.7013	0.8429	1.2264
11	256	0.9327	1.8059	0.0000	0.8483	0.7808	1.4988
10	256	1.7135	1.6188	0.0000	0.6920	0.8434	1.2314
11	257	0.9681	1.7985	0.0000	0.8555	0.7722	1.5100
10	257	1.7403	1.6138	0.0000	0.6923	0.8434	1.2379
11	258	1.0037	1.7916	0.0000	0.8550	0.7632	1.5192
10	258	1.7669	1.6087	0.0000	0.7005	0.8448	1.2438
11	259	1.0409	1.7883	0.0000	0.8440	0.7519	1.5254
10	259	1.7928	1.6039	0.0000	0.7177	0.8463	1.2514
11	260	1.0776	1.7898	0.0000	0.8255	0.7422	1.5264
10	260	1.8198	1.5987	0.0000	0.7392	0.8475	1.2581
11	261	1.1143	1.7946	0.0000	0.8015	0.7336	1.5229
10	261	1.8479	1.5982	0.0000	0.7630	0.8459	1.2662
11	262	1.1463	1.7986	0.0000	0.7733	0.7321	1.5157
10	262	1.8784	1.6002	0.0000	0.7832	0.8413	1.2711
11	263	1.1763	1.8011	0.0000	0.7445	0.7343	1.5048
10	263	1.9106	1.6057	0.0000	0.8015	0.8339	1.2753
11	264	1.2034	1.8038	0.0000	0.7155	0.7425	1.4930
10	264	1.9459	1.6121	0.0000	0.8153	0.8226	1.2779
