# PeTrack project: single_file_gender_female_1_8.pet
# raw trajectory file: single_file_gender_female_1_8.trc
# framerate: 25 fps
# z: can be 3d position or height of person (alternating or not)
# id frame x/m y/m z/m markerID
1 326 -4.70401 3.13531 1.63 704
1 327 -4.70151 3.09018 1.63 704
1 328 -4.70254 3.04357 1.63 704
1 329 -4.70497 2.99458 1.63 704
1 330 -4.69793 2.95395 1.63 704
1 331 -4.70235 2.91292 1.63 704
1 332 -4.7077 2.87225 1.63 704
1 333 -4.70173 2.83137 1.63 704
1 334 -4.7047 2.7899 1.63 704
1 335 -4.70332 2.74651 1.63 704
1 336 -4.69849 2.7036 1.63 704
1 337 -4.69249 2.65959 1.63 704
1 338 -4.69053 2.60923 1.63 704
1 339 -4.68541 2.56134 1.63 704
1 340 -4.67983 2.51572 1.63 704
1 341 -4.68498 2.46834 1.63 704
1 342 -4.68951 2.42272 1.63 704
1 343 -4.69514 2.38046 1.63 704
1 344 -4.69556 2.33979 1.63 704
1 345 -4.70253 2.29573 1.63 704
1 346 -4.70578 2.25227 1.63 704
1 347 -4.70846 2.20869 1.63 704
1 348 -4.70717 2.16662 1.63 704
1 349 -4.70209 2.12044 1.63 704
1 350 -4.70121 2.07824 1.63 704
1 351 -4.6889 2.0341 1.63 704
1 352 -4.67633 1.98809 1.63 704
1 353 -4.66687 1.94146 1.63 704
1 354 -4.65269 1.89671 1.63 704
1 355 -4.64159 1.85428 1.63 704
1 356 -4.62891 1.80833 1.63 704
1 357 -4.61544 1.76762 1.63 704
1 358 -4.59983 1.72809 1.63 704
1 359 -4.58826 1.68728 1.63 704
1 360 -4.57748 1.64873 1.63 704
1 361 -4.56605 1.61152 1.63 704
1 362 -4.55356 1.57502 1.63 704
1 363 -4.54157 1.53483 1.63 704
1 364 -4.52738 1.4964 1.63 704
1 365 -4.51128 1.45469 1.63 704
1 366 -4.49408 1.41522 1.63 704
1 367 -4.47321 1.37514 1.63 704
1 368 -4.45384 1.3338 1.63 704
1 369 -4.43471 1.29348 1.63 704
1 370 -4.41766 1.25025 1.63 704
1 371 -4.40381 1.21335 1.63 704
1 372 -4.38814 1.1719 1.63 704
1 373 -4.37637 1.13256 1.63 704
1 374 -4.36221 1.09156 1.63 704
1 375 -4.34447 1.05602 1.63 704
1 376 -4.32439 1.01989 1.63 704
1 377 -4.30377 0.984592 1.63 704
1 378 -4.27961 0.950122 1.63 704
1 379 -4.25399 0.919268 1.63 704
1 380 -4.22225 0.883628 1.63 704
1 381 -4.18645 0.849512 1.63 704
1 382 -4.15186 0.821062 1.63 704
1 383 -4.11564 0.791326 1.63 704
1 384 -4.07893 0.76238 1.63 704
1 385 -4.04269 0.74313 1.63 704
1 386 -4.00366 0.713918 1.63 704
1 387 -3.97089 0.69113 1.63 704
1 388 -3.93444 0.669331 1.63 704
1 389 -3.90189 0.648274 1.63 704
1 390 -3.86307 0.624568 1.63 704
1 391 -3.83265 0.606326 1.63 704
1 392 -3.79526 0.581396 1.63 704
1 393 -3.76608 0.565271 1.63 704
1 394 -3.72815 0.544497 1.63 704
1 395 -3.69297 0.523052 1.63 704
1 396 -3.653 0.503916 1.63 704
1 397 -3.6056 0.478452 1.63 704
1 398 -3.56907 0.46687 1.63 704
1 399 -3.53309 0.444797 1.63 704
1 400 -3.49265 0.430605 1.63 704
1 401 -3.44676 0.405315 1.63 704
1 402 -3.41154 0.392219 1.63 704
1 403 -3.38172 0.384504 1.63 704
1 404 -3.34051 0.371682 1.63 704
1 405 -3.29813 0.35574 1.63 704
1 406 -3.26277 0.349294 1.63 704
1 407 -3.22156 0.341572 1.63 704
1 408 -3.17937 0.336479 1.63 704
1 409 -3.1385 0.336721 1.63 704
1 410 -3.09204 0.334158 1.63 704
1 411 -3.04689 0.335459 1.63 704
1 412 -2.9985 0.337083 1.63 704
1 413 -2.95322 0.33854 1.63 704
1 414 -2.90725 0.345217 1.63 704
1 415 -2.86626 0.357102 1.63 704
1 416 -2.82082 0.367698 1.63 704
1 417 -2.78088 0.376968 1.63 704
1 418 -2.74252 0.387544 1.63 704
1 419 -2.70274 0.39813 1.63 704
1 420 -2.66436 0.408711 1.63 704
1 421 -2.62722 0.417981 1.63 704
1 422 -2.59308 0.42856 1.63 704
1 423 -2.54962 0.444412 1.63 704
1 424 -2.50791 0.451077 1.63 704
1 425 -2.46299 0.466943 1.63 704
1 426 -2.42399 0.477678 1.63 704
1 427 -2.3766 0.492117 1.63 704
1 428 -2.3314 0.505188 1.63 704
1 429 -2.28633 0.521274 1.63 704
1 430 -2.24692 0.536145 1.63 704
1 431 -2.21028 0.555203 1.63 704
1 432 -2.16834 0.571665 1.63 704
1 433 -2.13027 0.587605 1.63 704
1 434 -2.09214 0.608767 1.63 704
1 435 -2.05399 0.63416 1.63 704
1 436 -2.0177 0.655486 1.63 704
1 437 -1.98444 0.679519 1.63 704
1 438 -1.94963 0.710952 1.63 704
1 439 -1.9182 0.733064 1.63 704
1 440 -1.8873 0.76333 1.63 704
1 441 -1.8506 0.798015 1.63 704
1 442 -1.82438 0.825193 1.63 704
1 443 -1.79222 0.86113 1.63 704
1 444 -1.76306 0.898459 1.63 704
1 445 -1.7381 0.935908 1.63 704
1 446 -1.71221 0.974153 1.63 704
1 447 -1.68839 1.00772 1.63 704
1 448 -1.66234 1.04344 1.63 704
1 449 -1.64249 1.07588 1.63 704
1 450 -1.61337 1.10732 1.63 704
1 451 -1.59099 1.1422 1.63 704
1 452 -1.57346 1.18115 1.63 704
1 453 -1.54894 1.21641 1.63 704
1 454 -1.52182 1.25091 1.63 704
1 455 -1.49001 1.28446 1.63 704
1 456 -1.47021 1.32502 1.63 704
1 457 -1.44453 1.36139 1.63 704
1 458 -1.4179 1.40052 1.63 704
1 459 -1.38649 1.44075 1.63 704
1 460 -1.36939 1.48207 1.63 704
1 461 -1.34412 1.52145 1.63 704
1 462 -1.32368 1.56654 1.63 704
1 463 -1.30602 1.60899 1.63 704
1 464 -1.28608 1.65394 1.63 704
1 465 -1.27101 1.69601 1.63 704
1 466 -1.26086 1.73519 1.63 704
1 467 -1.24272 1.77639 1.63 704
1 468 -1.23015 1.82049 1.63 704
1 469 -1.22601 1.86472 1.63 704
1 470 -1.214 1.91054 1.63 704
1 471 -1.1981 1.95393 1.63 704
1 472 -1.19291 2.00182 1.63 704
1 473 -1.19373 2.05154 1.63 704
1 474 -1.19418 2.10249 1.63 704
1 475 -1.1864 2.15149 1.63 704
1 476 -1.19262 2.2029 1.63 704
1 477 -1.19063 2.25199 1.63 704
1 478 -1.19057 2.29991 1.63 704
1 479 -1.18567 2.34808 1.63 704
1 480 -1.18403 2.39541 1.63 704
1 481 -1.18197 2.44018 1.63 704
1 482 -1.1789 2.48533 1.63 704
1 483 -1.17314 2.53137 1.63 704
1 484 -1.16782 2.57555 1.63 704
1 485 -1.15959 2.61677 1.63 704
1 486 -1.15886 2.66522 1.63 704
1 487 -1.15356 2.71407 1.63 704
1 488 -1.14369 2.76267 1.63 704
1 489 -1.14137 2.81812 1.63 704
1 490 -1.13897 2.86923 1.63 704
1 491 -1.13884 2.91958 1.63 704
1 492 -1.13696 2.96863 1.63 704
1 493 -1.13766 3.02281 1.63 704
1 494 -1.13791 3.06569 1.63 704
1 495 -1.1399 3.11374 1.63 704
1 496 -1.14096 3.16163 1.63 704
1 497 -1.14677 3.20645 1.63 704
1 498 -1.15323 3.24586 1.63 704
1 499 -1.15508 3.28963 1.63 704
1 500 -1.16193 3.34045 1.63 704
1 501 -1.16859 3.38637 1.63 704
1 502 -1.1768 3.43088 1.63 704
1 503 -1.18699 3.48414 1.63 704
1 504 -1.19618 3.53163 1.63 704
1 505 -1.20699 3.57935 1.63 704
1 506 -1.21489 3.6324 1.63 704
1 507 -1.22278 3.67687 1.63 704
1 508 -1.22933 3.72429 1.63 704
1 509 -1.23394 3.77035 1.63 704
1 510 -1.23876 3.81379 1.63 704
1 511 -1.24302 3.85136 1.63 704
1 512 -1.24815 3.89606 1.63 704
1 513 -1.25088 3.92687 1.63 704
1 514 -1.2556 3.98076 1.63 704
1 515 -1.26623 4.02581 1.63 704
1 516 -1.27822 4.07375 1.63 704
1 517 -1.28198 4.12038 1.63 704
1 518 -1.29105 4.17351 1.63 704
1 519 -1.29512 4.21221 1.63 704
1 520 -1.30377 4.24895 1.63 704
1 521 -1.32339 4.31145 1.63 704
1 522 -1.33355 4.35775 1.63 704
1 523 -1.34571 4.39837 1.63 704
1 524 -1.36654 4.4425 1.63 704
1 525 -1.38056 4.48435 1.63 704
1 526 -1.39721 4.52486 1.63 704
1 527 -1.41687 4.56377 1.63 704
1 528 -1.43625 4.60121 1.63 704
1 529 -1.4563 4.63409 1.63 704
1 530 -1.4832 4.65985 1.63 704
1 531 -1.51228 4.71218 1.63 704
1 532 -1.54126 4.75145 1.63 704
1 533 -1.56779 4.78986 1.63 704
1 534 -1.59767 4.8266 1.63 704
1 535 -1.62065 4.8593 1.63 704
1 536 -1.65694 4.90137 1.63 704
1 537 -1.67768 4.93379 1.63 704
1 538 -1.69731 4.96612 1.63 704
1 539 -1.72606 5.00533 1.63 704
1 540 -1.75272 5.03675 1.63 704
1 541 -1.77329 5.06509 1.63 704
1 542 -1.79971 5.09078 1.63 704
1 543 -1.82224 5.1213 1.63 704
1 544 -1.84722 5.14909 1.63 704
1 545 -1.88073 5.18814 1.63 704
1 546 -1.91173 5.22628 1.63 704
1 547 -1.94443 5.26263 1.63 704
1 548 -1.97961 5.29618 1.63 704
1 549 -2.01065 5.33068 1.63 704
1 550 -2.05475 5.37321 1.63 704
1 551 -2.0868 5.39473 1.63 704
1 552 -2.12316 5.42034 1.63 704
1 553 -2.1471 5.43582 1.63 704
1 554 -2.19424 5.46949 1.63 704
1 555 -2.22428 5.47856 1.63 704
1 556 -2.24911 5.47823 1.63 704
1 557 -2.30191 5.50314 1.63 704
1 558 -2.34149 5.51524 1.63 704
1 559 -2.38411 5.52138 1.63 704
1 560 -2.43049 5.53977 1.63 704
1 561 -2.46223 5.54049 1.63 704
1 562 -2.51372 5.56407 1.63 704
1 563 -2.5529 5.57613 1.63 704
1 564 -2.60488 5.58736 1.63 704
1 565 -2.63803 5.60133 1.63 704
1 566 -2.67171 5.61341 1.63 704
1 567 -2.71693 5.62991 1.63 704
1 568 -2.75464 5.6355 1.63 704
1 569 -2.80175 5.64441 1.63 704
1 570 -2.83136 5.63039 1.63 704
1 571 -2.88036 5.64614 1.63 704
1 572 -2.92629 5.64628 1.63 704
1 573 -2.95103 5.63626 1.63 704
1 574 -2.99373 5.63628 1.63 704
1 575 -3.04574 5.64749 1.63 704
1 576 -3.08831 5.65336 1.63 704
1 577 -3.13869 5.66027 1.63 704
1 578 -3.18368 5.66737 1.63 704
1 579 -3.23121 5.66866 1.63 704
1 580 -3.26951 5.67468 1.63 704
1 581 -3.31199 5.67783 1.63 704
1 582 -3.36067 5.67296 1.63 704
1 583 -3.39855 5.66757 1.63 704
1 584 -3.43454 5.64751 1.63 704
1 585 -3.46694 5.63458 1.63 704
1 586 -3.50425 5.625 1.63 704
1 587 -3.53346 5.60161 1.63 704
1 588 -3.57306 5.56941 1.63 704
1 589 -3.61165 5.54342 1.63 704
1 590 -3.64828 5.52971 1.63 704
1 591 -3.68871 5.51108 1.63 704
1 592 -3.72891 5.49758 1.63 704
1 593 -3.75548 5.47011 1.63 704
1 594 -3.79532 5.45455 1.63 704
1 595 -3.82402 5.43643 1.63 704
1 596 -3.86323 5.4168 1.63 704
1 597 -3.89308 5.3947 1.63 704
1 598 -3.92033 5.37351 1.63 704
1 599 -3.95342 5.34961 1.63 704
1 600 -3.9762 5.31713 1.63 704
1 601 -4.00392 5.288 1.63 704
1 602 -4.03842 5.25717 1.63 704
1 603 -4.06992 5.23032 1.63 704
1 604 -4.09989 5.20545 1.63 704
1 605 -4.141 5.17811 1.63 704
1 606 -4.1765 5.1606 1.63 704
1 607 -4.21564 5.13824 1.63 704
1 608 -4.24689 5.11156 1.63 704
1 609 -4.27955 5.08299 1.63 704
1 610 -4.31177 5.05746 1.63 704
1 611 -4.3436 5.02994 1.63 704
1 612 -4.37335 4.99802 1.63 704
1 613 -4.39576 4.96072 1.63 704
1 614 -4.41751 4.92211 1.63 704
1 615 -4.42369 4.8799 1.63 704
1 616 -4.43597 4.8344 1.63 704
1 617 -4.44553 4.78786 1.63 704
1 618 -4.45752 4.74056 1.63 704
1 619 -4.47091 4.69645 1.63 704
1 620 -4.47996 4.6581 1.63 704
1 621 -4.49216 4.62287 1.63 704
1 622 -4.51701 4.58048 1.63 704
1 623 -4.52278 4.54905 1.63 704
1 624 -4.54789 4.51363 1.63 704
1 625 -4.56064 4.47783 1.63 704
1 626 -4.57439 4.43836 1.63 704
1 627 -4.60086 4.40081 1.63 704
1 628 -4.59167 4.35248 1.63 704
1 629 -4.60315 4.30869 1.63 704
1 630 -4.61159 4.26229 1.63 704
1 631 -4.62203 4.21588 1.63 704
1 632 -4.61996 4.16865 1.63 704
1 633 -4.6414 4.12537 1.63 704
1 634 -4.66111 4.08347 1.63 704
1 635 -4.67762 4.04342 1.63 704
1 636 -4.692 4.00157 1.63 704
1 637 -4.71015 3.96182 1.63 704
1 638 -4.73171 3.92231 1.63 704
1 639 -4.73832 3.87639 1.63 704
1 640 -4.7567 3.83942 1.63 704
1 641 -4.75915 3.79066 1.63 704
1 642 -4.7695 3.74772 1.63 704
1 643 -4.76235 3.70261 1.63 704
1 644 -4.75489 3.65589 1.63 704
1 645 -4.75491 3.60422 1.63 704
1 646 -4.74848 3.55437 1.63 704
1 647 -4.74851 3.50314 1.63 704
1 648 -4.73941 3.45713 1.63 704
1 649 -4.74291 3.41517 1.63 704
1 650 -4.74929 3.37024 1.63 704
1 651 -4.74744 3.3281 1.63 704
1 652 -4.75286 3.2797 1.63 704
1 653 -4.75662 3.24006 1.63 704
1 654 -4.75716 3.19927 1.63 704
1 655 -4.76107 3.15424 1.63 704
1 656 -4.76402 3.11129 1.63 704
