# PeTrack project: single_file_gender_female_1_4.pet
# raw trajectory file: single_file_gender_female_1_4.trc
# framerate: 25 fps
# z: can be 3d position or height of person (alternating or not)
# id frame x/m y/m z/m markerID
1 320 -1.44207 1.75278 1.77 761
1 321 -1.44831 1.76824 1.77 761
1 322 -1.46382 1.78402 1.77 761
1 323 -1.47362 1.79881 1.77 761
1 324 -1.4757 1.81222 1.77 761
1 325 -1.48389 1.82692 1.77 761
1 326 -1.49062 1.84161 1.77 761
1 327 -1.49455 1.85778 1.77 761
1 328 -1.49556 1.87392 1.77 761
1 329 -1.50321 1.88744 1.77 761
1 330 -1.49299 1.90328 1.77 761
1 331 -1.49244 1.918 1.77 761
1 332 -1.49042 1.93272 1.77 761
1 333 -1.49113 1.95281 1.77 761
1 334 -1.47931 1.96657 1.77 761
1 335 -1.47149 1.98275 1.77 761
1 336 -1.46795 2.00262 1.77 761
1 337 -1.45454 2.01816 1.77 761
1 338 -1.44365 2.03288 1.77 761
1 339 -1.44014 2.05309 1.77 761
1 340 -1.42444 2.06958 1.77 761
1 341 -1.41483 2.08573 1.77 761
1 342 -1.41026 2.1034 1.77 761
1 343 -1.40222 2.11856 1.77 761
1 344 -1.39639 2.13237 1.77 761
1 345 -1.39308 2.15188 1.77 761
1 346 -1.38735 2.16552 1.77 761
1 347 -1.38721 2.17889 1.77 761
1 348 -1.38806 2.19401 1.77 761
1 349 -1.3815 2.20901 1.77 761
1 350 -1.38624 2.22822 1.77 761
1 351 -1.38939 2.24399 1.77 761
1 352 -1.39758 2.26058 1.77 761
1 353 -1.40434 2.2776 1.77 761
1 354 -1.40803 2.29403 1.77 761
1 355 -1.41696 2.31142 1.77 761
1 356 -1.42854 2.33149 1.77 761
1 357 -1.43974 2.35454 1.77 761
1 358 -1.44817 2.37401 1.77 761
1 359 -1.45599 2.39272 1.77 761
1 360 -1.45728 2.41166 1.77 761
1 361 -1.46279 2.43203 1.77 761
1 362 -1.46406 2.4537 1.77 761
1 363 -1.46516 2.4723 1.77 761
1 364 -1.46192 2.49396 1.77 761
1 365 -1.46012 2.51416 1.77 761
1 366 -1.45536 2.53587 1.77 761
1 367 -1.45496 2.5599 1.77 761
1 368 -1.44293 2.58095 1.77 761
1 369 -1.43504 2.60116 1.77 761
1 370 -1.42983 2.62882 1.77 761
1 371 -1.41515 2.64948 1.77 761
1 372 -1.40978 2.67349 1.77 761
1 373 -1.39797 2.69693 1.77 761
1 374 -1.39248 2.72111 1.77 761
1 375 -1.38277 2.75289 1.77 761
1 376 -1.37926 2.76645 1.77 761
1 377 -1.3731 2.79436 1.77 761
1 378 -1.37388 2.80875 1.77 761
1 379 -1.37347 2.82952 1.77 761
1 380 -1.37697 2.85481 1.77 761
1 381 -1.37428 2.87282 1.77 761
1 382 -1.38313 2.89029 1.77 761
1 383 -1.38868 2.91338 1.77 761
1 384 -1.39612 2.93775 1.77 761
1 385 -1.40188 2.95893 1.77 761
1 386 -1.41521 2.97866 1.77 761
1 387 -1.42282 3.00485 1.77 761
1 388 -1.43278 3.01781 1.77 761
1 389 -1.44761 3.05281 1.77 761
1 390 -1.45602 3.07579 1.77 761
1 391 -1.4696 3.09744 1.77 761
1 392 -1.46937 3.12041 1.77 761
1 393 -1.47744 3.14306 1.77 761
1 394 -1.47976 3.16676 1.77 761
1 395 -1.48279 3.18111 1.77 761
1 396 -1.48527 3.20781 1.77 761
1 397 -1.48512 3.22664 1.77 761
1 398 -1.48321 3.22641 1.77 761
1 399 -1.48241 3.26214 1.77 761
1 400 -1.47743 3.2878 1.77 761
1 401 -1.46836 3.28001 1.77 761
1 402 -1.45417 3.3042 1.77 761
1 403 -1.45154 3.3255 1.77 761
1 404 -1.4433 3.34535 1.77 761
1 405 -1.42429 3.36831 1.77 761
1 406 -1.41841 3.40346 1.77 761
1 407 -1.40634 3.41151 1.77 761
1 408 -1.39344 3.43309 1.77 761
1 409 -1.39229 3.47023 1.77 761
1 410 -1.37544 3.47392 1.77 761
1 411 -1.37568 3.51213 1.77 761
1 412 -1.36601 3.53736 1.77 761
1 413 -1.3599 3.54059 1.77 761
1 414 -1.35115 3.56084 1.77 761
1 415 -1.34737 3.58087 1.77 761
1 416 -1.34797 3.60207 1.77 761
1 417 -1.34977 3.6189 1.77 761
1 418 -1.34968 3.64808 1.77 761
1 419 -1.35521 3.66373 1.77 761
1 420 -1.35574 3.6897 1.77 761
1 421 -1.36067 3.70876 1.77 761
1 422 -1.37551 3.736 1.77 761
1 423 -1.3777 3.73963 1.77 761
1 424 -1.38339 3.77428 1.77 761
1 425 -1.4014 3.79154 1.77 761
1 426 -1.40464 3.8018 1.77 761
1 427 -1.41029 3.82208 1.77 761
1 428 -1.41285 3.84403 1.77 761
1 429 -1.4277 3.86624 1.77 761
1 430 -1.42955 3.88338 1.77 761
1 431 -1.43759 3.90293 1.77 761
1 432 -1.44344 3.9225 1.77 761
1 433 -1.44027 3.93533 1.77 761
1 434 -1.44249 3.95341 1.77 761
1 435 -1.43721 3.97125 1.77 761
1 436 -1.43823 3.98473 1.77 761
1 437 -1.43576 4.00202 1.77 761
1 438 -1.43129 4.0166 1.77 761
1 439 -1.42982 4.0336 1.77 761
1 440 -1.421 4.05494 1.77 761
1 441 -1.41191 4.06836 1.77 761
1 442 -1.4089 4.0862 1.77 761
1 443 -1.39403 4.10027 1.77 761
1 444 -1.39151 4.12311 1.77 761
1 445 -1.38607 4.14262 1.77 761
1 446 -1.37303 4.15734 1.77 761
1 447 -1.36589 4.17803 1.77 761
1 448 -1.36961 4.19955 1.77 761
1 449 -1.35586 4.21524 1.77 761
1 450 -1.35658 4.22971 1.77 761
1 451 -1.35208 4.24622 1.77 761
1 452 -1.34859 4.26073 1.77 761
1 453 -1.35157 4.27381 1.77 761
1 454 -1.34936 4.28939 1.77 761
1 455 -1.35177 4.30143 1.77 761
1 456 -1.35587 4.31157 1.77 761
1 457 -1.36142 4.32215 1.77 761
1 458 -1.36763 4.33278 1.77 761
1 459 -1.38021 4.34208 1.77 761
1 460 -1.38853 4.35234 1.77 761
1 461 -1.39634 4.36137 1.77 761
1 462 -1.4068 4.37317 1.77 761
1 463 -1.4136 4.39377 1.77 761
1 464 -1.42996 4.39661 1.77 761
1 465 -1.44174 4.40843 1.77 761
1 466 -1.45258 4.42039 1.77 761
1 467 -1.46101 4.4424 1.77 761
1 468 -1.47681 4.44763 1.77 761
1 469 -1.48397 4.45897 1.77 761
1 470 -1.49123 4.47215 1.77 761
1 471 -1.49106 4.48099 1.77 761
1 472 -1.4978 4.49264 1.77 761
1 473 -1.49424 4.512 1.77 761
1 474 -1.50352 4.51698 1.77 761
1 475 -1.50425 4.53 1.77 761
1 476 -1.49387 4.54999 1.77 761
1 477 -1.48877 4.56187 1.77 761
1 478 -1.48455 4.57472 1.77 761
1 479 -1.48145 4.58045 1.77 761
1 480 -1.47298 4.59295 1.77 761
1 481 -1.46512 4.60826 1.77 761
1 482 -1.45644 4.62056 1.77 761
1 483 -1.44919 4.63577 1.77 761
1 484 -1.44193 4.65419 1.77 761
1 485 -1.43526 4.65967 1.77 761
1 486 -1.43015 4.67502 1.77 761
1 487 -1.42648 4.69008 1.77 761
1 488 -1.42621 4.70043 1.77 761
1 489 -1.42669 4.70984 1.77 761
1 490 -1.42587 4.71318 1.77 761
1 491 -1.42835 4.72592 1.77 761
1 492 -1.43117 4.7326 1.77 761
1 493 -1.43488 4.74031 1.77 761
1 494 -1.43926 4.7452 1.77 761
1 495 -1.44531 4.75018 1.77 761
1 496 -1.45301 4.75521 1.77 761
1 497 -1.46316 4.75942 1.77 761
1 498 -1.47584 4.76465 1.77 761
1 499 -1.48943 4.77092 1.77 761
1 500 -1.50302 4.77717 1.77 761
1 501 -1.5175 4.78439 1.77 761
1 502 -1.52957 4.79251 1.77 761
1 503 -1.54407 4.79974 1.77 761
1 504 -1.55604 4.80595 1.77 761
1 505 -1.56824 4.81595 1.77 761
1 506 -1.577 4.82392 1.77 761
1 507 -1.58601 4.83574 1.77 761
1 508 -1.59334 4.84746 1.77 761
1 509 -1.60069 4.85921 1.77 761
1 510 -1.60559 4.87181 1.77 761
1 511 -1.61128 4.88353 1.77 761
1 512 -1.6162 4.89618 1.77 761
1 513 -1.62045 4.91165 1.77 761
1 514 -1.62047 4.92602 1.77 761
1 515 -1.62048 4.94039 1.77 761
1 516 -1.61984 4.95766 1.77 761
1 517 -1.6193 4.97687 1.77 761
1 518 -1.61697 4.9941 1.77 761
1 519 -1.6172 5.01241 1.77 761
1 520 -1.61757 5.03274 1.77 761
1 521 -1.6178 5.05111 1.77 761
1 522 -1.62052 5.06868 1.77 761
1 523 -1.6229 5.08045 1.77 761
1 524 -1.62628 5.09514 1.77 761
1 525 -1.63125 5.10803 1.77 761
1 526 -1.6361 5.11894 1.77 761
1 527 -1.64423 5.1281 1.77 761
1 528 -1.64988 5.13809 1.77 761
1 529 -1.6597 5.14732 1.77 761
1 530 -1.66671 5.15155 1.77 761
1 531 -1.67643 5.15883 1.77 761
1 532 -1.68839 5.16132 1.77 761
1 533 -1.70048 5.16579 1.77 761
1 534 -1.71403 5.16642 1.77 761
1 535 -1.72862 5.17004 1.77 761
1 536 -1.74322 5.17367 1.77 761
1 537 -1.75613 5.17719 1.77 761
1 538 -1.77164 5.18183 1.77 761
1 539 -1.7877 5.18159 1.77 761
1 540 -1.80388 5.1833 1.77 761
1 541 -1.81683 5.18688 1.77 761
1 542 -1.82911 5.19331 1.77 761
1 543 -1.84048 5.19873 1.77 761
1 544 -1.85031 5.20606 1.77 761
1 545 -1.85791 5.2182 1.77 761
1 546 -1.86775 5.22555 1.77 761
1 547 -1.87276 5.23662 1.77 761
1 548 -1.87868 5.2487 1.77 761
1 549 -1.88122 5.26067 1.77 761
1 550 -1.87996 5.27937 1.77 761
1 551 -1.88183 5.29427 1.77 761
1 552 -1.88713 5.30937 1.77 761
1 553 -1.88666 5.32718 1.77 761
1 554 -1.88591 5.34104 1.77 761
1 555 -1.88965 5.35812 1.77 761
1 556 -1.89512 5.37531 1.77 761
1 557 -1.89815 5.38238 1.77 761
1 558 -1.90563 5.4037 1.77 761
1 559 -1.91212 5.411 1.77 761
1 560 -1.91655 5.42522 1.77 761
1 561 -1.92555 5.43163 1.77 761
1 562 -1.93314 5.44203 1.77 761
1 563 -1.94138 5.44943 1.77 761
1 564 -1.95041 5.45588 1.77 761
1 565 -1.96181 5.45944 1.77 761
1 566 -1.97494 5.46309 1.77 761
1 567 -1.9906 5.4659 1.77 761
1 568 -2.00689 5.46567 1.77 761
1 569 -2.02147 5.46538 1.77 761
1 570 -2.03841 5.46218 1.77 761
1 571 -2.05473 5.46202 1.77 761
1 572 -2.07371 5.46294 1.77 761
1 573 -2.08972 5.45872 1.77 761
1 574 -2.10869 5.45962 1.77 761
1 575 -2.12503 5.45943 1.77 761
1 576 -2.13867 5.45807 1.77 761
1 577 -2.15597 5.45896 1.77 761
1 578 -2.17182 5.4637 1.77 761
1 579 -2.18599 5.46843 1.77 761
1 580 -2.19825 5.47103 1.77 761
1 581 -2.2107 5.47568 1.77 761
1 582 -2.22158 5.48223 1.77 761
1 583 -2.23326 5.48784 1.77 761
1 584 -2.24622 5.49855 1.77 761
1 585 -2.25618 5.50408 1.77 761
1 586 -2.26761 5.51676 1.77 761
1 587 -2.27384 5.52917 1.77 761
1 588 -2.28355 5.5418 1.77 761
1 589 -2.29189 5.55841 1.77 761
1 590 -2.30701 5.57334 1.77 761
1 591 -2.31554 5.59202 1.77 761
1 592 -2.32487 5.60977 1.77 761
1 593 -2.33464 5.62246 1.77 761
1 594 -2.34462 5.63725 1.77 761
1 595 -2.35188 5.65087 1.77 761
1 596 -2.36628 5.6603 1.77 761
1 597 -2.37445 5.67365 1.77 761
1 598 -2.38587 5.68121 1.77 761
1 599 -2.3973 5.6846 1.77 761
1 600 -2.41112 5.69068 1.77 761
1 601 -2.42227 5.69322 1.77 761
1 602 -2.43409 5.69544 1.77 761
1 603 -2.44987 5.69473 1.77 761
1 604 -2.46406 5.68993 1.77 761
1 605 -2.47463 5.6888 1.77 761
1 606 -2.49064 5.68247 1.77 761
1 607 -2.50701 5.68022 1.77 761
1 608 -2.52729 5.67304 1.77 761
1 609 -2.54094 5.66965 1.77 761
1 610 -2.55615 5.66428 1.77 761
1 611 -2.5698 5.6609 1.77 761
1 612 -2.58715 5.65972 1.77 761
1 613 -2.60119 5.66043 1.77 761
1 614 -2.61701 5.66125 1.77 761
1 615 -2.6297 5.66596 1.77 761
1 616 -2.64416 5.67079 1.77 761
1 617 -2.66117 5.67473 1.77 761
1 618 -2.67136 5.68038 1.77 761
1 619 -2.68507 5.6862 1.77 761
1 620 -2.6945 5.69284 1.77 761
1 621 -2.70414 5.70154 1.77 761
1 622 -2.71322 5.71331 1.77 761
1 623 -2.72329 5.72616 1.77 761
1 624 -2.73161 5.73893 1.77 761
1 625 -2.74214 5.75599 1.77 761
1 626 -2.75267 5.77303 1.77 761
1 627 -2.76322 5.79012 1.77 761
1 628 -2.77356 5.80512 1.77 761
1 629 -2.78269 5.81624 1.77 761
1 630 -2.79267 5.8279 1.77 761
1 631 -2.8028 5.83476 1.77 761
1 632 -2.81682 5.84752 1.77 761
1 633 -2.82938 5.85249 1.77 761
1 634 -2.84068 5.85639 1.77 761
1 635 -2.85155 5.85902 1.77 761
1 636 -2.86501 5.86079 1.77 761
1 637 -2.87746 5.86145 1.77 761
1 638 -2.89069 5.8611 1.77 761
1 639 -2.90124 5.85228 1.77 761
1 640 -2.91657 5.84686 1.77 761
1 641 -2.92856 5.84332 1.77 761
1 642 -2.94644 5.83696 1.77 761
1 643 -2.95897 5.83034 1.77 761
1 644 -2.97251 5.82481 1.77 761
1 645 -2.99046 5.81857 1.77 761
1 646 -3.00211 5.81083 1.77 761
1 647 -3.01467 5.80627 1.77 761
1 648 -3.02022 5.79607 1.77 761
1 649 -3.03812 5.80044 1.77 761
1 650 -3.04695 5.79595 1.77 761
1 651 -3.05916 5.79964 1.77 761
1 652 -3.07246 5.80109 1.77 761
1 653 -3.08101 5.80492 1.77 761
1 654 -3.0891 5.81662 1.77 761
1 655 -3.10531 5.81206 1.77 761
1 656 -3.11729 5.82208 1.77 761
