ID	frame	x(m)	y(m)	z(m)	markerID
1	0	-1.24521	1.9844899999999999	1.63	704
1	1	-1.244492	1.98356	1.63	704
1	2	-1.243796	1.98045	1.63	704
1	3	-1.244265	1.9763	1.63	704
1	4	-1.244443	1.97429	1.63	704
1	5	-1.244224	1.97021	1.63	704
1	6	-1.24387	1.9658299999999997	1.63	704
1	7	-1.2439939999999998	1.9625000000000001	1.63	704
1	8	-1.2407249999999999	1.9572199999999997	1.63	704
1	9	-1.238623	1.95184	1.63	704
1	10	-1.237336	1.9457699999999998	1.63	704
1	11	-1.227996	1.94071	1.63	704
1	12	-1.221804	1.93633	1.63	704
1	13	-1.216084	1.92743	1.63	704
1	14	-1.2094209999999999	1.91549	1.63	704
1	15	-1.2032319999999999	1.9025199999999998	1.63	704
1	16	-1.197261	1.89095	1.63	704
1	17	-1.190696	1.8772300000000002	1.63	704
1	18	-1.186316	1.86772	1.63	704
1	19	-1.1827320000000001	1.85761	1.63	704
1	20	-1.1823899999999998	1.8427399999999998	1.63	704
1	21	-1.1825	1.82811	1.63	704
1	22	-1.184917	1.8095799999999997	1.63	704
1	23	-1.1885059999999998	1.7918299999999998	1.63	704
1	24	-1.194932	1.7738699999999998	1.63	704
1	25	-1.203154	1.75315	1.63	704
1	26	-1.2137449999999999	1.7298799999999999	1.63	704
1	27	-1.225806	1.70991	1.63	704
1	28	-1.2383199999999999	1.68624	1.63	704
1	29	-1.251787	1.6620000000000001	1.63	704
1	30	-1.266765	1.64083	1.63	704
1	31	-1.280479	1.61975	1.63	704
1	32	-1.295984	1.6005299999999998	1.63	704
1	33	-1.3073489999999999	1.58185	1.63	704
1	34	-1.318533	1.5622899999999997	1.63	704
1	35	-1.3283179999999999	1.54302	1.63	704
1	36	-1.335845	1.52526	1.63	704
1	37	-1.341721	1.50829	1.63	704
1	38	-1.34582	1.4916099999999999	1.63	704
1	39	-1.348037	1.4746	1.63	704
1	40	-1.3501219999999998	1.4583799999999998	1.63	704
1	41	-1.34186	1.44371	1.63	704
1	42	-1.340493	1.42406	1.63	704
1	43	-1.337832	1.4074099999999998	1.63	704
1	44	-1.340244	1.3863	1.63	704
1	45	-1.331194	1.37144	1.63	704
1	46	-1.3268339999999998	1.3534399999999998	1.63	704
1	47	-1.31728	1.3385999999999998	1.63	704
1	48	-1.304133	1.32127	1.63	704
1	49	-1.293364	1.30757	1.63	704
1	50	-1.281228	1.2945399999999998	1.63	704
1	51	-1.268518	1.2779299999999998	1.63	704
1	52	-1.260481	1.26495	1.63	704
1	53	-1.2501069999999999	1.2430100000000002	1.63	704
1	54	-1.23679	1.22433	1.63	704
1	55	-1.229114	1.20266	1.63	704
1	56	-1.215508	1.1807199999999998	1.63	704
1	57	-1.205842	1.15797	1.63	704
1	58	-1.1942499999999998	1.1369900000000002	1.63	704
1	59	-1.184734	1.1128699999999998	1.63	704
1	60	-1.175706	1.0860800000000002	1.63	704
1	61	-1.167078	1.0588	1.63	704
