#id	fr	x	y	z	velocity	headway	rho
4	115	2.0436	1.6738	0.0000	0.9472	1.0120	0.6548
4	116	2.0816	1.6807	0.0000	0.9445	0.9872	0.6596
4	117	2.1194	1.6862	0.0000	0.9340	0.9629	0.6648
4	118	2.1569	1.6906	0.0000	0.9155	0.9390	0.6707
4	119	2.1942	1.6932	0.0000	0.8845	0.9153	0.6768
4	120	2.2308	1.6937	0.0000	0.8420	0.8922	0.6825
4	121	2.2664	1.6926	0.0000	0.7950	0.8702	0.6877
7	249	1.0845	1.5472	0.0000	0.9565	1.8352	0.6918
7	250	1.1233	1.5429	0.0000	1.0055	1.8345	0.6911
7	251	1.1640	1.5366	0.0000	1.0495	1.8324	0.6907
7	252	1.2069	1.5296	0.0000	1.0812	1.8283	0.6909
7	253	1.2516	1.5238	0.0000	1.1035	1.8232	0.6913
7	254	1.3005	1.5224	0.0000	1.1140	1.8144	0.6922
8	276	1.1860	1.5692	0.0000	0.9887	1.0540	0.8932
8	277	1.2241	1.5665	0.0000	1.0000	1.0524	0.8988
8	278	1.2631	1.5625	0.0000	1.0207	1.0509	0.9042
8	279	1.3029	1.5569	0.0000	1.0480	1.0503	0.9090
8	280	1.3441	1.5506	0.0000	1.0800	1.0503	0.9130
8	281	1.3873	1.5455	0.0000	1.1100	1.0512	0.9157
8	282	1.4327	1.5430	0.0000	1.1368	1.0519	0.9176
8	283	1.4802	1.5434	0.0000	1.1568	1.0530	0.9182
8	284	1.5295	1.5478	0.0000	1.1720	1.0559	0.9163
8	285	1.5801	1.5552	0.0000	1.1810	1.0588	0.9126
8	286	1.6300	1.5637	0.0000	1.1838	1.0613	0.9080
8	287	1.6788	1.5722	0.0000	1.1792	1.0619	0.9036
8	288	1.7258	1.5791	0.0000	1.1675	1.0598	0.9005
8	289	1.7717	1.5849	0.0000	1.1505	1.0553	0.8984
8	290	1.8165	1.5887	0.0000	1.1305	1.0480	0.8981
8	291	1.8608	1.5898	0.0000	1.1125	1.0395	0.8988
8	292	1.9044	1.5880	0.0000	1.0978	1.0320	0.9000
8	293	1.9472	1.5842	0.0000	1.0882	1.0244	0.9022
8	294	1.9897	1.5784	0.0000	1.0830	1.0199	0.9039
8	295	2.0323	1.5710	0.0000	1.0790	1.0147	0.9064
8	296	2.0750	1.5625	0.0000	1.0765	1.0086	0.9096
8	297	2.1179	1.5540	0.0000	1.0755	1.0023	0.9137
9	304	1.2769	1.5165	0.0000	1.1375	1.1430	0.8299
9	305	1.3279	1.5133	0.0000	1.0400	1.1327	0.8289
9	306	1.3779	1.5072	0.0000	0.9945	1.1226	0.8281
9	307	1.4265	1.4988	0.0000	0.9470	1.1139	0.8275
9	308	1.4738	1.4902	0.0000	0.9335	1.1065	0.8268
9	309	1.4834	1.4975	0.0000	0.9170	1.1370	0.8257
9	310	1.4930	1.5048	0.0000	0.8987	1.1681	0.8242
9	311	1.5237	1.5077	0.0000	0.8770	1.1582	0.8295
9	312	1.5543	1.5107	0.0000	0.8575	1.1484	0.8349
9	313	1.5995	1.5148	0.0000	0.8385	1.1467	0.8336
9	314	1.6437	1.5219	0.0000	0.9155	1.1478	0.8322
9	315	1.6874	1.5296	0.0000	0.9932	1.1516	0.8299
9	316	1.7287	1.5361	0.0000	1.0182	1.1604	0.8273
9	317	1.7695	1.5400	0.0000	1.0477	1.1723	0.8239
9	318	1.8092	1.5415	0.0000	1.0428	1.1865	0.8203
9	319	1.8496	1.5405	0.0000	1.0467	1.1990	0.8175
9	320	1.8903	1.5368	0.0000	1.0577	1.2077	0.8162
12	322	0.7397	1.6682	0.0000	1.1745	1.2337	1.0177
12	323	0.7867	1.6606	0.0000	1.1963	1.2299	1.0169
12	324	0.8340	1.6518	0.0000	1.2142	1.2284	1.0167
12	325	0.8827	1.6435	0.0000	1.2215	1.2278	1.0157
12	326	0.9326	1.6376	0.0000	1.2245	1.2283	1.0142
12	327	0.9840	1.6359	0.0000	1.2200	1.2289	1.0112
12	328	1.0361	1.6396	0.0000	1.2118	1.2301	1.0067
12	329	1.0877	1.6444	0.0000	1.1982	1.2295	1.0021
12	330	1.1363	1.6490	0.0000	1.1822	1.2276	0.9982
12	331	1.1830	1.6541	0.0000	1.1663	1.2246	0.9953
12	332	1.2277	1.6591	0.0000	1.1533	1.2207	0.9933
12	333	1.2714	1.6617	0.0000	1.1412	1.2175	0.9928
12	334	1.3133	1.6629	0.0000	1.1360	1.2141	0.9923
12	335	1.3556	1.6605	0.0000	1.1415	1.2104	0.9924
12	336	1.3991	1.6559	0.0000	1.1547	1.2039	0.9940
12	337	1.4453	1.6489	0.0000	1.1730	1.1943	0.9958
12	338	1.4926	1.6408	0.0000	1.1957	1.1830	0.9988
12	339	1.5421	1.6338	0.0000	1.2188	1.1698	1.0018
12	340	1.5929	1.6294	0.0000	1.2402	1.1542	1.0059
12	341	1.6449	1.6289	0.0000	1.2580	1.1379	1.0102
12	342	1.6969	1.6340	0.0000	1.2710	1.1220	1.0150
12	343	1.7497	1.6391	0.0000	1.2810	1.1059	1.0191
12	344	1.8008	1.6446	0.0000	1.2828	1.0897	1.0248
12	345	1.8517	1.6504	0.0000	1.2783	1.0733	1.0306
12	346	1.9023	1.6562	0.0000	1.2720	1.0572	1.0375
12	347	1.9537	1.6607	0.0000	1.2607	1.0407	1.0442
12	348	2.0050	1.6615	0.0000	1.2463	1.0257	1.0508
12	349	2.0552	1.6589	0.0000	1.2345	1.0121	1.0585
12	350	2.1042	1.6534	0.0000	1.2222	1.0009	1.0673
10	368	2.0495	1.6341	0.0000	1.1070	0.8463	0.6944
10	369	2.0928	1.6383	0.0000	1.0932	0.8522	0.6911
10	370	2.1357	1.6426	0.0000	1.0765	0.8587	0.6878
10	371	2.1764	1.6463	0.0000	1.0673	0.8663	0.6849
10	372	2.2178	1.6474	0.0000	1.0600	0.8691	0.6833
10	373	2.2600	1.6453	0.0000	1.0600	0.8682	0.6827
13	419	0.9887	1.6238	0.0000	1.1863	1.1996	0.9203
13	420	1.0367	1.6355	0.0000	1.1910	1.1961	0.9195
13	421	1.0836	1.6445	0.0000	1.2012	1.1952	0.9174
13	422	1.1303	1.6524	0.0000	1.2027	1.1948	0.9150
