#id	fr	x	y	z	velocity	headway	rho
3	0	1.0623	1.6018	0.0000	0.2060	1.3280	0.9371
2	0	2.3903	1.5586	0.0000	0.0052	0.4218	1.1430
3	1	1.0763	1.6020	0.0000	0.2192	1.3131	0.9460
2	1	2.3894	1.5565	0.0000	0.0125	0.4224	1.1524
3	2	1.0923	1.6014	0.0000	0.2308	1.2970	0.9546
2	2	2.3893	1.5543	0.0000	0.0185	0.4225	1.1631
3	3	1.1090	1.6005	0.0000	0.2413	1.2808	0.9637
2	3	2.3898	1.5523	0.0000	0.0205	0.4225	1.1742
3	4	1.1267	1.5992	0.0000	0.2520	1.2642	0.9721
2	4	2.3909	1.5503	0.0000	0.0230	0.4214	1.1865
3	5	1.1447	1.5974	0.0000	0.4712	1.2477	0.9804
2	5	2.3924	1.5485	0.0000	0.0288	0.4212	1.1984
3	6	1.1640	1.5950	0.0000	0.4960	1.2304	0.9883
2	6	2.3944	1.5467	0.0000	0.0370	0.4208	1.2112
3	7	1.1846	1.5927	0.0000	0.5170	1.2121	0.9954
2	7	2.3967	1.5453	0.0000	0.0433	0.4208	1.2248
3	8	1.2055	1.5926	0.0000	0.5365	1.1925	1.0031
2	8	2.3980	1.5426	0.0000	0.0487	0.4228	1.2382
3	9	1.2275	1.5947	0.0000	0.5565	1.1726	1.0103
2	9	2.4001	1.5404	0.0000	0.0538	0.4238	1.2528
3	10	1.2508	1.5991	0.0000	0.5777	1.1510	1.0177
2	10	2.4018	1.5382	0.0000	0.0595	0.4263	1.2680
3	11	1.2747	1.6050	0.0000	0.5963	1.1295	1.0250
2	11	2.4042	1.5358	0.0000	0.0695	0.4291	1.2832
3	12	1.2991	1.6108	0.0000	0.6100	1.1075	1.0328
2	12	2.4066	1.5336	0.0000	0.0838	0.4333	1.2980
3	13	1.3236	1.6149	0.0000	0.6225	1.0857	1.0415
2	13	2.4093	1.5312	0.0000	0.1020	0.4390	1.3117
3	14	1.3493	1.6179	0.0000	0.6315	1.0631	1.0506
2	14	2.4124	1.5286	0.0000	0.1162	0.4461	1.3252
3	15	1.3758	1.6207	0.0000	0.6323	1.0404	1.0602
2	15	2.4162	1.5256	0.0000	0.1272	0.4535	1.3388
3	16	1.4025	1.6227	0.0000	0.6278	1.0197	1.0696
2	16	2.4222	1.5222	0.0000	0.1343	0.4605	1.3512
3	17	1.4286	1.6238	0.0000	0.6190	1.0016	1.0787
2	17	2.4302	1.5189	0.0000	0.1433	0.4666	1.3622
3	18	1.4545	1.6241	0.0000	0.6067	0.9843	1.0887
2	18	2.4388	1.5159	0.0000	0.1523	0.4745	1.3710
3	19	1.4801	1.6242	0.0000	0.5863	0.9665	1.0999
2	19	2.4466	1.5132	0.0000	0.1623	0.4849	1.3780
3	20	1.5037	1.6232	0.0000	0.5655	0.9490	1.1131
2	20	2.4527	1.5117	0.0000	0.1720	0.4992	1.3810
3	21	1.5258	1.6217	0.0000	0.5422	0.9321	1.1270
2	21	2.4579	1.5104	0.0000	0.1755	0.5178	1.3794
3	22	1.5467	1.6207	0.0000	0.5175	0.9172	1.1410
2	22	2.4639	1.5101	0.0000	0.1737	0.5372	1.3751
3	23	1.5663	1.6197	0.0000	0.4928	0.9039	1.1556
2	23	2.4702	1.5100	0.0000	0.1692	0.5576	1.3685
3	24	1.5838	1.6196	0.0000	0.4655	0.8935	1.1695
2	24	2.4773	1.5102	0.0000	0.1735	0.5777	1.3594
3	25	1.6020	1.6202	0.0000	0.4423	0.8830	1.1825
2	25	2.4850	1.5108	0.0000	0.1867	0.5969	1.3514
3	26	1.6194	1.6197	0.0000	0.4225	0.8730	1.1950
2	26	2.4924	1.5113	0.0000	0.2100	0.6159	1.3433
3	27	1.6356	1.6180	0.0000	0.4063	0.8641	1.2070
2	27	2.4997	1.5115	0.0000	0.2360	0.6344	1.3347
3	28	1.6516	1.6163	0.0000	0.3950	0.8549	1.2189
3	29	1.6663	1.6131	0.0000	0.3932	0.8497	1.2289
3	30	1.6806	1.6099	0.0000	0.3920	0.8468	1.2371
3	31	1.6948	1.6063	0.0000	0.3970	0.8471	1.2429
3	32	1.7092	1.6035	0.0000	0.4078	0.8491	1.2470
3	33	1.7243	1.6008	0.0000	0.4230	0.8521	1.2499
3	34	1.7411	1.5989	0.0000	0.4445	0.8557	1.2509
4	35	1.0190	1.6648	0.0000	0.5250	0.7398	1.1529
3	35	1.7588	1.5971	0.0000	0.4667	0.8595	1.2505
4	36	1.0395	1.6642	0.0000	0.5208	0.7387	1.1590
3	36	1.7782	1.5952	0.0000	0.4897	0.8628	1.2488
4	37	1.0604	1.6644	0.0000	0.5185	0.7383	1.1643
3	37	1.7987	1.5928	0.0000	0.5112	0.8656	1.2470
4	38	1.0804	1.6640	0.0000	0.5160	0.7404	1.1693
3	38	1.8208	1.5899	0.0000	0.5333	0.8669	1.2443
4	39	1.1004	1.6651	0.0000	0.5152	0.7437	1.1735
3	39	1.8441	1.5868	0.0000	0.5527	0.8662	1.2423
4	40	1.1207	1.6689	0.0000	0.5153	0.7466	1.1781
3	40	1.8673	1.5831	0.0000	0.5740	0.8646	1.2413
4	41	1.1410	1.6731	0.0000	0.5165	0.7497	1.1834
3	41	1.8907	1.5796	0.0000	0.5907	0.8633	1.2399
4	42	1.1619	1.6769	0.0000	0.5160	0.7518	1.1888
3	42	1.9137	1.5768	0.0000	0.6023	0.8639	1.2379
4	43	1.1827	1.6789	0.0000	0.5162	0.7549	1.1944
3	43	1.9376	1.5750	0.0000	0.6077	0.8634	1.2359
4	44	1.2040	1.6795	0.0000	0.5170	0.7582	1.1996
3	44	1.9622	1.5759	0.0000	0.6107	0.8603	1.2357
4	45	1.2251	1.6799	0.0000	0.5175	0.7633	1.2034
3	45	1.9884	1.5794	0.0000	0.6167	0.8538	1.2368
4	46	1.2461	1.6807	0.0000	0.5197	0.7684	1.2078
3	46	2.0145	1.5848	0.0000	0.6210	0.8459	1.2389
4	47	1.2668	1.6821	0.0000	0.5230	0.7728	1.2143
3	47	2.0396	1.5908	0.0000	0.6232	0.8386	1.2412
4	48	1.2869	1.6825	0.0000	0.5277	0.7770	1.2199
3	48	2.0639	1.5960	0.0000	0.6210	0.8323	1.2428
4	49	1.3072	1.6823	0.0000	0.5318	0.7812	1.2234
3	49	2.0884	1.5993	0.0000	0.6165	0.8262	1.2442
4	50	1.3277	1.6810	0.0000	0.5362	0.7863	1.2252
3	50	2.1140	1.6013	0.0000	0.6065	0.8199	1.2452
4	51	1.3489	1.6791	0.0000	0.5397	0.7902	1.2270
3	51	2.1391	1.6029	0.0000	0.5970	0.8158	1.2453
4	52	1.3711	1.6775	0.0000	0.5415	0.7919	1.2304
3	52	2.1630	1.6038	0.0000	0.5870	0.8154	1.2443
4	53	1.3938	1.6754	0.0000	0.5430	0.7922	1.2347
3	53	2.1860	1.6041	0.0000	0.5773	0.8174	1.2425
4	54	1.4167	1.6725	0.0000	0.5415	0.7921	1.2399
3	54	2.2088	1.6033	0.0000	0.5665	0.8212	1.2397
4	55	1.4396	1.6693	0.0000	0.5385	0.7914	1.2447
3	55	2.2310	1.6015	0.0000	0.5515	0.8263	1.2363
4	56	1.4620	1.6661	0.0000	0.5323	0.7913	1.2488
3	56	2.2533	1.5989	0.0000	0.5370	0.8237	1.2384
4	57	1.4834	1.6631	0.0000	0.5242	0.7910	1.2527
3	57	2.2744	1.5956	0.0000	0.5243	0.8158	1.2447
4	58	1.5041	1.6622	0.0000	0.5170	0.7907	1.2571
3	58	2.2948	1.5920	0.0000	0.5135	0.8053	1.2531
4	59	1.5238	1.6628	0.0000	0.5107	0.7912	1.2615
3	59	2.3150	1.5885	0.0000	0.5027	0.7949	1.2610
4	60	1.5431	1.6638	0.0000	0.5065	0.7915	1.2661
3	60	2.3346	1.5855	0.0000	0.4940	0.7857	1.2681
4	61	1.5618	1.6633	0.0000	0.5042	0.7921	1.2716
3	61	2.3539	1.5842	0.0000	0.4853	0.7788	1.2732
4	62	1.5808	1.6621	0.0000	0.5047	0.7919	1.2780
4	63	1.6006	1.6616	0.0000	0.5088	0.7908	1.2848
5	64	0.8619	1.5996	0.0000	0.6377	0.7591	1.2460
4	64	1.6210	1.6617	0.0000	0.5165	0.7889	1.2920
5	65	0.8882	1.6006	0.0000	0.6310	0.7540	1.2502
4	65	1.6422	1.6622	0.0000	0.5285	0.7864	1.2984
5	66	0.9140	1.6020	0.0000	0.6213	0.7497	1.2548
4	66	1.6637	1.6617	0.0000	0.5425	0.7837	1.3043
5	67	0.9380	1.6028	0.0000	0.6093	0.7473	1.2598
4	67	1.6853	1.6603	0.0000	0.5570	0.7816	1.3081
5	68	0.9622	1.6046	0.0000	0.5957	0.7454	1.2637
4	68	1.7076	1.6589	0.0000	0.5705	0.7800	1.3111
5	69	0.9847	1.6053	0.0000	0.5817	0.7457	1.2689
4	69	1.7304	1.6574	0.0000	0.5823	0.7791	1.3116
5	70	1.0073	1.6055	0.0000	0.5710	0.7472	1.2719
4	70	1.7545	1.6562	0.0000	0.5927	0.7763	1.3128
5	71	1.0296	1.6056	0.0000	0.5600	0.7492	1.2747
4	71	1.7788	1.6542	0.0000	0.6033	0.7728	1.3141
5	72	1.0515	1.6053	0.0000	0.5560	0.7521	1.2765
4	72	1.8036	1.6520	0.0000	0.6138	0.7684	1.3154
